,APP_ID,DISBURSALDATE,REPORT_DATE,TERM_TMP,PRODUCT_NAME,LOANAMOUNT_NOT_INSURANCE,INSURANCE_FEE,LA,EFF_RATE,TERM,COUNT_TERM_RECEIPT,flag term,SUM_RECEIPT_AMT,Unnamed: 13,flag loan amt,flag final,RESULT_YES/NO,EMI,GENDER,AGE,Number of Children,PERSONAL_INCOME,ADDITIONAL_INCOME,PERSONAL_EXPENSE,FAMILY_INCOME,FAMILY_EXPENSE,MARITAL_STATUS,EDUCATION,City,ADDRESS_CURRENT_CITY,PROVINCE_CURRENT
1501,16379623.0,2017-10-04,2018-10-26,12.0,FC UP DSA TS SCORE 1 NEW- 761,10000000.0,550000.0,,35.0,24.0,,1.0,7431000.0,,1.0,1.0,1.0,617371.0,M,23.0,,5000000.0,0.0,24000000.0,15000000.0,2000000.0,Single,High School,Tỉnh Hà Tĩnh,Hương Sơn,Tỉnh Hà Tĩnh
2586,16519377.0,2017-10-11,2018-10-26,12.0,,10000000.0,550000.0,10550000.0,,12.0,12.0,1.0,14487252.0,,1.0,1.0,1.0,1190252.0,F,21.0,,6000000.0,0.0,9600000.0,30000000.0,8000000.0,Married,High School,Tỉnh Gia Lai,Chư Prông,Tỉnh Gia Lai
2653,16620007.0,,2018-10-26,12.0,FC UP CAT B NEW- 610,25000000.0,1375000.0,26375000.0,47.0,36.0,12.0,1.0,16692000.0,,1.0,1.0,1.0,1378837.0,F,26.0,,4869000.0,0.0,9600000.0,,8000000.0,,High School,TP Hồ Chí Minh,Quận 12,TP Hồ Chí Minh
1055,16425299.0,2017-10-06,2018-10-26,12.0,FC CD PORT LP NEW-1848,5810000.0,290500.0,6100500.0,65.0,6.0,6.0,1.0,7380000.0,,1.0,1.0,1.0,1218000.0,,33.0,,10000000.0,0.0,3000000.0,10000000.0,3000000.0,Single,Middle School,TP Hồ Chí Minh,Bình Tân,TP Hồ Chí Minh
705,16316236.0,2017-10-04,2018-10-26,12.0,FC UP EVN CLASSIC - 292,10000000.0,550000.0,10550000.0,60.0,15.0,,,12339699.0,,1.0,1.0,1.0,1016411.0,M,56.0,,10000000.0,0.0,18000000.0,30000000.0,5000000.0,Married,High School,,Phú Riềng,Tỉnh Bình Phước
106,16349136.0,,2018-10-26,12.0,FC UP DSA TS SCORE 1 NEW- 761,50000000.0,2750000.0,52750000.0,35.0,30.0,,,,,,,0.0,2662357.0,F,52.0,,12000000.0,0.0,,33000000.0,4000000.0,Married,High School,,Thủ Dầu Một,
589,16905642.0,2017-10-30,2018-10-26,,FC CD KEY DEALERS 1 - 811,7820000.0,391000.0,8211000.0,45.0,6.0,6.0,1.0,7859000.0,0.1571214071214071,0.0,0.0,,1554000.0,M,23.0,,8000000.0,,900000.0,16000000.0,3000000.0,Single,,Thành phố Hà Nội,Từ Liêm,Thành phố Hà Nội
2468,16502314.0,,2018-10-26,12.0,FC CD KEY DEALERS 2 NEW- 1801,3000000.0,150000.0,3150000.0,35.0,9.0,9.0,1.0,3735000.0,,1.0,1.0,,403000.0,F,54.0,,8000000.0,0.0,1000000.0,18000000.0,,,High School,Tỉnh Đồng Nai,Long Khánh,Tỉnh Đồng Nai
2413,16455959.0,,2018-10-26,12.0,FC CD KEY DEALERS 4 - 814,,466950.0,8956950.0,27.5,12.0,12.0,1.0,10500000.0,,1.0,1.0,1.0,863000.0,F,22.0,,10000000.0,0.0,1000000.0,32000000.0,4000000.0,Single,High School,Tỉnh Bạc Liêu,Bạc Liêu,Tỉnh Bạc Liêu
1600,,2017-10-27,,12.0,FC CD OPPO 10 NKD OCT OUT-1944,4221000.0,278586.0,4499586.0,17.7,10.0,8.0,0.0,4000000.0,,0.0,0.0,0.0,488000.0,F,23.0,,5000000.0,0.0,1000000.0,15000000.0,6000000.0,Civil Marriage/live-in,High School,Tỉnh Thanh Hóa,Quảng Xương,
2464,16419414.0,2017-10-06,2018-10-26,12.0,,,0.0,3490000.0,65.0,6.0,,,4251000.0,,1.0,1.0,1.0,697000.0,M,21.0,,6000000.0,0.0,1200000.0,18000000.0,6500000.0,Single,Middle School,,Đông Hải,Tỉnh Bạc Liêu
228,,2017-10-31,2018-10-26,12.0,FC UP DSA TS SCORE 2 NEW- 762,10000000.0,550000.0,10550000.0,45.0,24.0,11.0,0.0,7540408.0,,0.0,,0.0,674344.0,F,58.0,,3000000.0,0.0,12000000.0,25000000.0,5000000.0,Civil Marriage/live-in,High School,Tỉnh Hải Dương,Tứ Kỳ,Tỉnh Hải Dương
915,16427308.0,2017-10-05,2018-10-26,12.0,,25000000.0,1375000.0,26375000.0,35.0,24.0,,1.0,18672000.0,,1.0,1.0,1.0,1543429.0,F,46.0,,12000000.0,,48000000.0,25000000.0,8000000.0,Married,Middle School,,Cai Lậy,Tỉnh Tiền Giang
794,16799032.0,2017-10-26,,12.0,FC UP CAT B NEW- 610,20000000.0,1100000.0,21100000.0,47.0,24.0,1.0,0.0,1384100.0,,0.0,0.0,0.0,1372100.0,F,27.0,,6184000.0,0.0,9600000.0,15000000.0,4000000.0,Single,High School,,Thủ Đức,TP Hồ Chí Minh
3021,16612755.0,2017-10-12,2018-10-26,,FC CD DMX SEP OUT-1896,3590000.0,236940.0,3826940.0,0.01,6.0,6.0,1.0,3900000.0,,1.0,1.0,1.0,638000.0,,,,6000000.0,0.0,1000000.0,10000000.0,3000000.0,Married,College,,Tam Kỳ,Tỉnh Quảng Nam
3543,16749522.0,,2018-10-26,12.0,FC CD KEY DEALERS 2 NEW- 1801,6290000.0,314500.0,6604500.0,35.0,9.0,,,7713000.0,,1.0,1.0,1.0,,F,42.0,2.0,,,,15000000.0,7000000.0,Civil Marriage/live-in,Middle School,TP Hồ Chí Minh,Hóc Môn,TP Hồ Chí Minh
1073,16757642.0,2017-10-20,,12.0,FC CD OPPO JULY OUT-1789,3843000.0,253638.0,,0.01,6.0,2.0,0.0,4170000.0,,,0.0,,683000.0,M,29.0,,7000000.0,0.0,1200000.0,15000000.0,4200000.0,,High School,Tỉnh Hưng Yên,,Tỉnh Hưng Yên
3351,16854157.0,2017-10-28,2018-10-26,12.0,FC UP L.G 3 LS 50 - 760,15000000.0,825000.0,15825000.0,50.0,15.0,11.0,0.0,15972000.0,,0.0,0.0,0.0,,F,20.0,,6000000.0,0.0,12000000.0,30000000.0,6000000.0,Single,Master Degree,,Hoàn Kiếm,Thành phố Hà Nội
1744,16708304.0,2017-10-18,,12.0,FC CD NONKEY MAR SUB3.3-1494,4500000.0,297000.0,,0.01,3.0,3.0,1.0,4834000.0,,1.0,1.0,1.0,1600000.0,F,27.0,,8000000.0,0.0,1000000.0,14000000.0,3000000.0,Married,Working Cerfiticate,Tỉnh Quảng Ninh,Đông Triều,Tỉnh Quảng Ninh
1084,16642502.0,2017-10-17,2018-10-26,12.0,FC CD KEY DEALERS 2 NEW- 1801,10000000.0,500000.0,10500000.0,35.0,9.0,9.0,,12204000.0,,1.0,1.0,1.0,1344000.0,F,40.0,,10000000.0,0.0,2000000.0,20000000.0,8000000.0,Married,Middle School,TP Hồ Chí Minh,Quận 8,
926,16727993.0,2017-10-24,2018-10-26,12.0,FC UP SUR BIKE PLUS NEW- 618,25000000.0,,26375000.0,47.0,18.0,12.0,1.0,,,1.0,1.0,1.0,2069362.0,F,23.0,,9000000.0,0.0,10800000.0,18000000.0,3000000.0,Married,High School,Tỉnh Bình Định,An Nhơn,Tỉnh Bình Định
3049,16794610.0,,,12.0,FC CD PORT LP NEW-1848,2630000.0,131500.0,2761500.0,65.0,6.0,6.0,1.0,,,1.0,1.0,1.0,,M,31.0,1.0,6000000.0,0.0,2000000.0,12000000.0,3000000.0,Married,Middle School,TP Hồ Chí Minh,Bình Chánh,TP Hồ Chí Minh
1117,16797503.0,2017-10-24,2018-10-26,12.0,FC CD DP0 LP NEW-1851,3290000.0,164500.0,3454500.0,65.0,9.0,9.0,1.0,4562000.0,,1.0,1.0,1.0,496000.0,M,21.0,,8000000.0,0.0,1000000.0,45000000.0,7000000.0,Single,High School,,,Tỉnh Đồng Nai
642,,2017-10-15,2018-10-26,12.0,FC UP SUR CF EASY– 554,10000000.0,550000.0,10550000.0,60.0,12.0,10.0,0.0,14105308.0,,0.0,0.0,0.0,1190308.0,M,39.0,,10000000.0,0.0,12000000.0,20000000.0,3000000.0,Married,High School,TP Hồ Chí Minh,Quận 6,
4767,16532775.0,2017-10-09,2018-10-26,12.0,FC CD PORT LP NEW-1848,6980000.0,349000.0,7329000.0,65.0,6.0,6.0,1.0,,,1.0,1.0,1.0,1464000.0,F,24.0,,,0.0,800000.0,18000000.0,3000000.0,Single,Basic School,Tỉnh Đồng Nai,Nhơn Trạch,Tỉnh Đồng Nai
501,,2017-10-26,2018-10-26,12.0,FC CD VIETTEL JULY IN-1743,,,10227204.0,0.01,6.0,3.0,0.0,5155000.0,,0.0,0.0,0.0,1705000.0,M,42.0,,8000000.0,0.0,900000.0,45000000.0,3000000.0,Divorced,High School,,Lạng Giang,Tỉnh Bắc Giang
4066,16797996.0,2017-10-24,2018-10-26,12.0,FC UP L.G 2 TSA SCORE NEW- 617,30000000.0,1650000.0,31650000.0,44.5,24.0,,,,,,,0.0,,M,44.0,,17000000.0,0.0,12000000.0,27000000.0,4000000.0,Married,,Thành phố Hải Phòng,An Dương,Thành phố Hải Phòng
333,16534876.0,2017-10-11,2018-10-26,12.0,FC CD SAMSUNG JULY IN-1744,3143000.0,207438.0,,0.01,4.0,4.0,1.0,3398508.0,,1.0,1.0,1.0,838000.0,M,39.0,3.0,10000000.0,,1000000.0,12000000.0,3000000.0,Married,,Tỉnh Nghệ An,Diễn Châu,Tỉnh Nghệ An
4684,16762374.0,2017-10-24,2018-10-26,12.0,FC CD VIETTEL JULY IN-1741,,138554.0,2237854.0,0.01,6.0,6.0,1.0,2310000.0,,1.0,1.0,1.0,,M,47.0,3.0,,0.0,800000.0,10000000.0,4000000.0,Married,Middle School,Tỉnh Bình Phước,Đồng Xoài,Tỉnh Bình Phước
486,16540065.0,2017-10-09,2018-10-26,12.0,,4893000.0,322938.0,5215938.0,0.01,6.0,6.0,1.0,5289000.0,,1.0,1.0,1.0,870000.0,F,37.0,,6000000.0,0.0,1000000.0,12000000.0,,Married,Middle School,Thành phố Cần Thơ,Thốt Nốt,Thành phố Cần Thơ
1962,16437434.0,2017-10-05,2018-10-26,12.0,FC UP L.G 2 TSA SCORE NEW- 617,20000000.0,1100000.0,21100000.0,44.5,24.0,13.0,1.0,17615000.0,,1.0,1.0,1.0,1342868.0,F,36.0,,7000000.0,,8400000.0,15000000.0,3000000.0,Married,Middle School,Tỉnh Sóc Trăng,Mỹ Xuyên,
393,16885577.0,2017-10-30,,12.0,FC CD VIVO SEP IN-1891,5593000.0,0.0,5593000.0,0.01,6.0,6.0,1.0,,,1.0,,1.0,933000.0,M,31.0,,10000000.0,0.0,1000000.0,16000000.0,3500000.0,Married,Middle School,Tỉnh Thái Nguyên,Đại Từ,Tỉnh Thái Nguyên
4842,16399572.0,2017-10-09,,12.0,FC TW PLATINUM DP SUPER - 141,20000000.0,1000000.0,21000000.0,35.0,12.0,12.0,1.0,25344000.0,,,1.0,1.0,,F,47.0,2.0,,0.0,1500000.0,16000000.0,8000000.0,Civil Marriage/live-in,Basic School,Tỉnh Kiên Giang,,Tỉnh Kiên Giang
4866,16433111.0,2017-10-04,2018-10-26,12.0,FC TW PHASE24 IR0 SUB8-488,9236000.0,0.0,9236000.0,0.01,,6.0,1.0,9309000.0,,1.0,1.0,,1540000.0,M,30.0,,8000000.0,0.0,500000.0,30000000.0,1500000.0,Single,High School,TỈNH PHÚ YÊN,Tây Hòa,TỈNH PHÚ YÊN
1755,16910516.0,2017-10-26,2018-10-26,,FC CD KEY DEALERS 1 - 811,3090000.0,,3244500.0,45.0,6.0,6.0,1.0,3760000.0,,1.0,1.0,,614000.0,M,34.0,,6000000.0,,600000.0,,3000000.0,Married,College,Tỉnh Nghệ An,Đô Lương,Tỉnh Nghệ An
2515,16561255.0,2017-10-11,2018-10-26,12.0,FC UP SUR BIKE PLUS NEW- 618,30000000.0,1650000.0,31650000.0,47.0,24.0,12.0,1.0,24858900.0,,1.0,1.0,1.0,2058150.0,F,27.0,,8000000.0,0.0,12000000.0,18000000.0,6000000.0,Married,College,Tỉnh Vĩnh Phúc,Bình Xuyên,Tỉnh Vĩnh Phúc
3585,16960211.0,2017-10-31,2018-10-26,12.0,FC CD NOKIA JUNE SUB7-1684,2982000.0,0.0,2982000.0,0.01,6.0,6.0,1.0,3055000.0,,1.0,1.0,1.0,498000.0,F,,,7000000.0,0.0,800000.0,40000000.0,3000000.0,Single,Middle School,Tỉnh Đồng Nai,Trảng Bom,Tỉnh Đồng Nai
4315,16956764.0,,,12.0,FC CD KEY DEALERS 1 - 811,7990000.0,399500.0,8389500.0,45.0,6.0,6.0,,9600000.0,,1.0,1.0,1.0,1588000.0,F,41.0,,12000000.0,0.0,1500000.0,,4000000.0,Married,Middle School,Tỉnh Vĩnh Long,Bình Tân,Tỉnh Vĩnh Long
4966,,2017-10-23,2018-10-26,12.0,FC CD NP DMX ECONOMY - 857,4000000.0,200000.0,4200000.0,45.0,6.0,6.0,1.0,4830000.0,,1.0,1.0,,795000.0,F,29.0,,8000000.0,0.0,1500000.0,15000000.0,6000000.0,Single,College,Thành phố Hà Nội,Thanh Oai,
2099,16734926.0,2017-10-18,2018-10-26,12.0,FC UP DSA TS SCORE 1 NEW- 761,30000000.0,1650000.0,31650000.0,35.0,12.0,12.0,1.0,38712000.0,,1.0,1.0,1.0,3163829.0,F,25.0,,10000000.0,0.0,18000000.0,30000000.0,9000000.0,Single,Master Degree,Tỉnh Hưng Yên,Kim Động,
3599,16953422.0,2017-10-30,2018-10-26,12.0,FC CD DMX SEP OUT-1896,4340000.0,286440.0,4626440.0,0.01,6.0,4.0,0.0,,,1.0,0.0,1.0,772000.0,,40.0,2.0,9000000.0,0.0,1000000.0,14000000.0,3000000.0,,Basic School,Tỉnh Sóc Trăng,Long Phú,Tỉnh Sóc Trăng
4121,16855907.0,2017-10-25,2018-10-26,12.0,FC CD NONKEY MAR SUB3.4-1495,5000000.0,330000.0,5330000.0,0.01,,6.0,1.0,5406000.0,,1.0,1.0,1.0,889000.0,M,,,4500000.0,0.0,1000000.0,15000000.0,4000000.0,Single,Middle School,Tỉnh Sóc Trăng,Cù Lao Dung,Tỉnh Sóc Trăng
29,16491949.0,2017-10-12,2018-10-26,,FC UP EVN STD NEW- 629,20000000.0,1100000.0,21100000.0,47.0,24.0,13.0,1.0,17995200.0,,1.0,1.0,,1372100.0,M,54.0,,6500000.0,0.0,12000000.0,20000000.0,5000000.0,Married,High School,Tỉnh Bắc Giang,Bắc Giang,Tỉnh Bắc Giang
65,16896215.0,2017-10-29,2018-10-26,12.0,FC UP SUR INS 37 NEW- 612,35000000.0,1925000.0,36925000.0,37.0,36.0,,0.0,18968411.0,,0.0,0.0,0.0,1712401.0,M,41.0,,10000000.0,0.0,24000000.0,25000000.0,3500000.0,Married,Working Cerfiticate,Tỉnh Đồng Nai,Biên Hòa,Tỉnh Đồng Nai
838,16324762.0,2017-10-07,2018-10-26,12.0,FC UP L.G 2 TSA SCORE NEW- 617,40000000.0,2200000.0,42200000.0,44.5,24.0,5.0,0.0,21582152.0,,0.0,,0.0,2685736.0,F,49.0,,24000000.0,0.0,24000000.0,68000000.0,5500000.0,,Working Cerfiticate,Tỉnh Thái Nguyên,Thái Nguyên,Tỉnh Thái Nguyên
3906,16904677.0,,2018-10-26,12.0,FC UP CAT B NEW- 610,20000000.0,1100000.0,21100000.0,,18.0,11.0,0.0,,,0.0,0.0,0.0,1655490.0,M,20.0,,4700000.0,0.0,7200000.0,16000000.0,4000000.0,Married,High School,Tỉnh Vĩnh Phúc,Vĩnh Yên,Tỉnh Vĩnh Phúc
3773,16370637.0,2017-10-05,2018-10-26,12.0,FC UP DSA TS SCORE 1 NEW- 761,10000000.0,550000.0,10550000.0,35.0,12.0,10.0,0.0,10668050.0,,0.0,0.0,,1054610.0,F,43.0,,15000000.0,0.0,24000000.0,30000000.0,8000000.0,Married,Middle School,Tỉnh Bình Phước,Bù Đăng,Tỉnh Bình Phước
4635,16373309.0,2017-10-05,2018-10-26,12.0,FC UP CAT B NEW- 610,40000000.0,2200000.0,42200000.0,47.0,36.0,8.0,0.0,17752000.0,,0.0,0.0,,2206140.0,F,34.0,,8000000.0,0.0,12000000.0,15000000.0,,Married,Middle School,Tỉnh Bình Dương,Tân Uyên,Tỉnh Bình Dương
3161,16896295.0,2017-10-26,2018-10-26,12.0,FC UP L.G 1 TSA SCORE NEW- 616,20000000.0,1100000.0,21100000.0,,24.0,11.0,0.0,13419000.0,,0.0,0.0,,1218107.0,F,22.0,,,0.0,12000000.0,40000000.0,4000000.0,Married,College,Tỉnh Hải Dương,Hải Dương,Tỉnh Hải Dương
2659,16874851.0,2017-10-28,2018-10-26,12.0,FC UP DSA TS SCORE 1 NEW- 761,40000000.0,2200000.0,42200000.0,35.0,24.0,8.0,0.0,19855486.0,,0.0,0.0,0.0,2469486.0,F,53.0,,12000000.0,0.0,18000000.0,30000000.0,6000000.0,Married,Basic School,TP Hồ Chí Minh,Hóc Môn,TP Hồ Chí Minh
4615,16495831.0,2017-10-06,2018-10-26,12.0,FC UP DSA TS SCORE 2 NEW- 762,30000000.0,1650000.0,31650000.0,45.0,24.0,13.0,1.0,26372000.0,,1.0,,1.0,2023033.0,M,39.0,,9000000.0,0.0,18000000.0,20000000.0,5000000.0,Married,High School,Thành phố Cần Thơ,Ô Môn,Thành phố Cần Thơ
4628,16771903.0,2017-10-22,2018-10-26,12.0,FC UP DSA TS SCORE 1 NEW- 761,15000000.0,825000.0,15825000.0,,12.0,12.0,1.0,19124000.0,,1.0,1.0,1.0,1581914.0,F,33.0,,10000000.0,0.0,12000000.0,40000000.0,6000000.0,Married,High School,Tỉnh Trà Vinh,Càng Long,Tỉnh Trà Vinh
2451,16639825.0,2017-10-16,2018-10-26,12.0,FC TW ATTRACTIVE NEW - 151,20000000.0,1000000.0,,45.0,12.0,12.0,1.0,26616000.0,,1.0,1.0,,,F,40.0,,12000000.0,0.0,1600000.0,26000000.0,,Married,,Tỉnh Bạc Liêu,Hồng Dân,Tỉnh Bạc Liêu
2846,16807447.0,2017-10-23,2018-10-26,12.0,FC CD KEY DEALERS 1 - 811,4000000.0,200000.0,4200000.0,45.0,6.0,6.0,1.0,,,1.0,1.0,1.0,,F,24.0,,10000000.0,0.0,1000000.0,35000000.0,3500000.0,Married,Bachelor,,Nam Trực,Tỉnh Nam Định
1144,16719698.0,2017-10-19,2018-10-26,12.0,FC CD KEY DEALERS 1 - 811,6690000.0,334500.0,7024500.0,45.0,6.0,6.0,1.0,8068000.0,,1.0,1.0,1.0,,F,30.0,1.0,5000000.0,0.0,,5000000.0,2000000.0,Divorced,High School,Tỉnh Phú Thọ,Thanh Sơn,Tỉnh Phú Thọ
3078,16585771.0,2017-10-13,2018-10-26,,FC TW LIGHT START 3 - 139,11000000.0,,11550000.0,68.0,6.0,6.0,1.0,14022000.0,,1.0,1.0,1.0,2325000.0,M,22.0,,5500000.0,0.0,900000.0,20000000.0,3700000.0,Single,,Tỉnh Khánh Hòa,Cam Lâm,Tỉnh Khánh Hòa
1103,16534481.0,2017-10-09,2018-10-26,12.0,FC TW 0% DP - 143,16000000.0,880000.0,16880000.0,45.0,8.0,8.0,1.0,,,1.0,1.0,1.0,2482000.0,M,,2.0,6900000.0,,1000000.0,12000000.0,3500000.0,Married,High School,,Cẩm Khê,Tỉnh Phú Thọ
168,16627926.0,2017-10-21,2018-10-26,12.0,FC UP L@W-TOP EMPLOYER-SOURCE 2-383,20000000.0,1100000.0,21100000.0,,18.0,12.0,1.0,18432000.0,,1.0,1.0,1.0,1523365.0,F,20.0,,5000000.0,,6000000.0,20000000.0,,Single,High School,Tỉnh Bình Dương,Thuận An,Tỉnh Bình Dương
1670,16860377.0,2017-10-26,2018-10-26,,FC CD PORT LP NEW-1848,,,6184500.0,65.0,6.0,,,7470000.0,,1.0,,1.0,,F,,,9000000.0,0.0,1600000.0,18000000.0,,Married,,Thành phố Hải Phòng,Thuỷ Nguyên,Thành phố Hải Phòng
2570,16853682.0,2017-10-27,2018-10-26,12.0,FC UP DSA TS SCORE 2 NEW- 762,25000000.0,1375000.0,26375000.0,45.0,24.0,11.0,0.0,18665000.0,,0.0,,0.0,1685861.0,F,34.0,,7000000.0,0.0,12000000.0,,4000000.0,Married,Middle School,Tỉnh An Giang,Long Xuyên,Tỉnh An Giang
2377,16818834.0,2017-10-23,2018-10-26,12.0,FC CD KEY DEALERS 2 NEW- 1801,4290000.0,214500.0,4504500.0,35.0,,9.0,,5344000.0,,1.0,1.0,1.0,577000.0,F,30.0,,6500000.0,0.0,500000.0,18000000.0,1500000.0,Married,Middle School,Tỉnh Bến Tre,Bến Tre,Tỉnh Bến Tre
4395,16810785.0,2017-10-25,2018-10-26,12.0,FC UP L.G 1 TSA SCORE NEW- 616,,2200000.0,42200000.0,33.5,24.0,12.0,1.0,29450000.0,,1.0,,1.0,2436213.0,M,29.0,,,0.0,24000000.0,18000000.0,3500000.0,Married,College,Tỉnh Hòa Bình,Yên Thủy,Tỉnh Hòa Bình
4257,,2017-10-16,2018-10-26,12.0,FC CD DMX SEP OUT-1896,,440880.0,7120880.0,0.01,6.0,6.0,1.0,7194000.0,,1.0,,1.0,1187000.0,M,28.0,1.0,15000000.0,,1000000.0,20000000.0,3000000.0,Married,High School,Tỉnh Đồng Nai,Long Thành,Tỉnh Đồng Nai
3862,16483565.0,2017-10-13,2018-10-26,12.0,FC UP DSA TS SCORE 3- 541,15000000.0,825000.0,15825000.0,,24.0,8.0,0.0,9270000.0,,0.0,0.0,0.0,1146759.0,F,24.0,,7000000.0,0.0,24000000.0,25000000.0,5000000.0,Single,High School,Tỉnh Thanh Hóa,Ngọc Lặc,Tỉnh Thanh Hóa
23,16750655.0,2017-10-21,2018-10-26,12.0,FC UP DSA TS SCORE 1 NEW- 761,,1100000.0,21100000.0,,18.0,12.0,1.0,18430730.0,,1.0,1.0,1.0,1523365.0,M,42.0,,14000000.0,0.0,24000000.0,25000000.0,4000000.0,Married,High School,TP Hồ Chí Minh,,TP Hồ Chí Minh
2633,16561368.0,2017-10-12,2018-10-26,12.0,FC UP CAT A NEW- 608,10000000.0,550000.0,,37.0,,12.0,1.0,7692000.0,,1.0,1.0,1.0,628556.0,F,21.0,,6198000.0,0.0,12000000.0,15000000.0,3000000.0,Single,High School,Tỉnh Bình Dương,,Tỉnh Bình Dương
3340,16649821.0,2017-10-19,2018-10-26,12.0,,15000000.0,,15825000.0,45.0,12.0,12.0,1.0,19656200.0,0.014323653183457519,0.0,0.0,1.0,1661820.0,F,24.0,,7000000.0,,18000000.0,20000000.0,5000000.0,Single,High School,Tỉnh Bình Thuận,Đức Linh,Tỉnh Bình Thuận
2215,16847722.0,2017-10-26,,12.0,FC CD MBW OCT OUT-1916,4490000.0,296340.0,4786340.0,0.01,9.0,,1.0,4896000.0,,1.0,1.0,1.0,532000.0,M,29.0,,11000000.0,0.0,1000000.0,13000000.0,1200000.0,Single,Bachelor,Thành phố Hà Nội,Cầu Giấy,Thành phố Hà Nội
3682,16389500.0,2017-10-02,2018-10-26,12.0,FC CD KEY DEALERS 1 - 811,,107000.0,2247000.0,45.0,6.0,,1.0,,,1.0,1.0,1.0,426000.0,M,25.0,,6000000.0,0.0,,22000000.0,5500000.0,Married,College,Thành phố Đà Nẵng,Hoà Vang,Thành phố Đà Nẵng
4724,16485369.0,2017-10-11,2018-10-26,12.0,FC CD DMX SEP OUT-1896,,276540.0,4466540.0,0.01,6.0,6.0,1.0,4539000.0,,1.0,1.0,1.0,745000.0,M,29.0,,8000000.0,0.0,1200000.0,22000000.0,4000000.0,Married,College,Tỉnh Lạng Sơn,,Tỉnh Lạng Sơn
1907,16878898.0,2017-10-31,2018-10-26,12.0,FC UP CAT B NEW- 610,20000000.0,,21100000.0,47.0,24.0,12.0,1.0,16464000.0,7.288098535096488e-05,0.0,0.0,1.0,1372100.0,F,50.0,,4000000.0,0.0,9600000.0,20000000.0,4000000.0,Single,,TP Hồ Chí Minh,Quận 8,TP Hồ Chí Minh
84,16418623.0,2017-10-04,2018-10-26,12.0,FC UP CAT B NEW- 610,10000000.0,550000.0,10550000.0,47.0,36.0,9.0,0.0,,,0.0,0.0,0.0,551535.0,F,21.0,,4114000.0,0.0,9600000.0,4500000.0,800000.0,Single,Master Degree,TP Hồ Chí Minh,Quận 7,TP Hồ Chí Minh
227,16492210.0,2017-10-06,2018-10-26,12.0,FC UP L.G 2 TSA SCORE NEW- 617,40000000.0,,,44.5,24.0,11.0,0.0,29683000.0,,0.0,0.0,0.0,2685736.0,M,33.0,,15000000.0,0.0,,50000000.0,5000000.0,Married,College,Tỉnh Nghệ An,Vinh,Tỉnh Nghệ An
296,16479679.0,,2018-10-26,12.0,FC UP DSA TS SCORE 2 NEW- 762,20000000.0,1100000.0,21100000.0,45.0,24.0,12.0,1.0,16188000.0,,1.0,1.0,1.0,1348689.0,M,21.0,,,0.0,12000000.0,30000000.0,6000000.0,Single,High School,Tỉnh An Giang,Phú Tân,Tỉnh An Giang
1001,16995722.0,2017-10-31,2018-10-26,12.0,FC CD DMX SEP OUT-1896,,605484.0,9779484.0,0.01,6.0,6.0,,9852000.0,,1.0,1.0,1.0,1630000.0,M,38.0,2.0,10000000.0,0.0,1000000.0,16000000.0,4000000.0,Married,,Tỉnh Ninh Bình,Nho Quan,Tỉnh Ninh Bình
2138,16629515.0,,2018-10-26,12.0,,15000000.0,825000.0,15825000.0,47.0,12.0,12.0,1.0,20142000.0,,1.0,1.0,1.0,1678045.0,F,44.0,,6000000.0,0.0,24000000.0,9000000.0,2000000.0,Married,Middle School,Tỉnh Tây Ninh,Gò Dầu,Tỉnh Tây Ninh
711,16749175.0,2017-10-21,2018-10-26,12.0,FC UP DSA TS SCORE 1 NEW- 761,50000000.0,2750000.0,52750000.0,35.0,24.0,11.0,0.0,,,0.0,0.0,0.0,3086857.0,F,38.0,,,0.0,,40000000.0,5000000.0,Married,High School,Tỉnh Lâm Đồng,Đức Trọng,Tỉnh Lâm Đồng
2801,16755616.0,,2018-10-26,,FC CD NOKIA JUNE SUB7-1684,2982000.0,196812.0,3178812.0,0.01,6.0,6.0,1.0,3252000.0,,1.0,1.0,1.0,530000.0,M,28.0,,7000000.0,0.0,1000000.0,22000000.0,4000000.0,Single,College,,Nhà Bè,TP Hồ Chí Minh
2527,16493025.0,2017-10-11,2018-10-26,12.0,FC UP CAT B NEW- 610,,0.0,,47.0,30.0,5.0,0.0,8650000.0,,0.0,0.0,0.0,1717392.0,F,27.0,,5000000.0,,8400000.0,30000000.0,4800000.0,Married,Middle School,Tỉnh Bình Dương,,Tỉnh Bình Dương
3752,16482272.0,2017-10-10,2018-10-26,12.0,,30000000.0,1650000.0,,,24.0,7.0,0.0,13289000.0,,0.0,0.0,0.0,,F,39.0,,8000000.0,0.0,12000000.0,15000000.0,2000000.0,Married,Basic School,Tỉnh Phú Yên,Sông Cầu,Tỉnh Phú Yên
3321,16615090.0,2017-10-25,2018-10-26,12.0,FC UP SUR INS 37 NEW- 612,10000000.0,0.0,10000000.0,37.0,12.0,,1.0,12126000.0,,1.0,1.0,1.0,1009625.0,,53.0,,9000000.0,0.0,18000000.0,20000000.0,5000000.0,Married,Basic School,Tỉnh Bình Thuận,,Tỉnh Bình Thuận
