,APP_ID,DISBURSALDATE,REPORT_DATE,TERM_TMP,PRODUCT_NAME,LOANAMOUNT_NOT_INSURANCE,INSURANCE_FEE,LA,EFF_RATE,TERM,COUNT_TERM_RECEIPT,flag term,SUM_RECEIPT_AMT,Unnamed: 13,flag loan amt,flag final,RESULT_YES/NO,EMI,GENDER,AGE,Number of Children,PERSONAL_INCOME,ADDITIONAL_INCOME,PERSONAL_EXPENSE,FAMILY_INCOME,FAMILY_EXPENSE,MARITAL_STATUS,EDUCATION,City,ADDRESS_CURRENT_CITY,PROVINCE_CURRENT
1833,16597415.0,2017-10-13,,12.0,FC CD OPPO JULY OUT-1790,4893000.0,322938.0,5215938.0,0.01,6.0,1.0,0.0,5292000.0,,1.0,0.0,1.0,870000.0,F,31.0,2.0,6000000.0,0.0,1000000.0,12000000.0,4000000.0,,Middle School,Tỉnh Đồng Nai,Trảng Bom,Tỉnh Đồng Nai
3248,16855586.0,2017-10-28,2018-10-26,12.0,FC UP L.G 3 TSA SCORE- 541,20000000.0,1100000.0,21100000.0,59.99,24.0,12.0,1.0,18492000.0,,1.0,,1.0,1529012.0,,34.0,,10000000.0,0.0,,20000000.0,4000000.0,Divorced,High School,Tỉnh Khánh Hòa,Cam Lâm,Tỉnh Khánh Hòa
1491,16861298.0,2017-10-31,2018-10-26,,FC UP CAT B NEW- 610,10000000.0,,10550000.0,47.0,10.0,10.0,1.0,13063000.0,,1.0,1.0,1.0,1295329.0,F,36.0,,8000000.0,0.0,3600000.0,32000000.0,4000000.0,Married,High School,Tỉnh Bình Dương,Dĩ An,Tỉnh Bình Dương
2727,16579613.0,2017-10-14,2018-10-26,12.0,FC UP DSA TS SCORE 1 NEW- 761,30000000.0,1650000.0,31650000.0,35.0,24.0,12.0,1.0,22373114.0,,1.0,1.0,1.0,,M,48.0,,10000000.0,0.0,9600000.0,30000000.0,2000000.0,Married,Middle School,Tỉnh Bến Tre,Chợ Lách,Tỉnh Bến Tre
3686,16418364.0,2017-10-04,2018-10-26,12.0,FC CD PORT LP 10PLUS NEW-1849,,,8400000.0,65.0,,6.0,1.0,10140000.0,,1.0,1.0,1.0,1678000.0,M,,,7000000.0,0.0,1000000.0,19000000.0,3000000.0,Single,Working Cerfiticate,Tỉnh Quảng Ninh,,
1424,16426352.0,2017-10-06,2018-10-26,12.0,FC UP DSA TS SCORE 1 NEW- 761,20000000.0,1100000.0,21100000.0,35.0,,12.0,1.0,14972000.0,,,1.0,1.0,1234743.0,F,27.0,,7000000.0,0.0,18000000.0,19000000.0,5000000.0,,High School,Tỉnh Thanh Hóa,Hậu Lộc,Tỉnh Thanh Hóa
4605,16803108.0,2017-10-25,2018-10-26,,FC UP L.G 2 TSA SCORE NEW- 617,30000000.0,1650000.0,31650000.0,44.5,24.0,12.0,1.0,24075000.0,0.00399741448898927,0.0,0.0,1.0,2014302.0,F,33.0,,9000000.0,0.0,12000000.0,16000000.0,2000000.0,Married,Middle School,TP Hồ Chí Minh,Củ Chi,TP Hồ Chí Minh
4595,16379224.0,2017-10-04,2018-10-26,12.0,FC UP CAT B NEW- 610,20000000.0,1100000.0,21100000.0,47.0,24.0,12.0,1.0,16634000.0,,1.0,1.0,1.0,1372100.0,M,43.0,,9666000.0,0.0,13200000.0,,5000000.0,Married,High School,Tỉnh Khánh Hòa,Nha Trang,Tỉnh Khánh Hòa
731,16407187.0,2017-10-04,2018-10-26,12.0,FC UP DSA TS SCORE 2 NEW- 762,,2200000.0,42200000.0,45.0,24.0,9.0,0.0,24390000.0,,0.0,0.0,0.0,,F,48.0,,10000000.0,0.0,12000000.0,40000000.0,3000000.0,Married,High School,Tỉnh Vĩnh Long,Long Hồ,Tỉnh Vĩnh Long
1231,16441091.0,2017-10-12,2018-10-26,12.0,,25000000.0,0.0,25000000.0,45.0,12.0,,1.0,31656000.0,,1.0,1.0,1.0,2626000.0,F,23.0,1.0,10000000.0,0.0,1000000.0,30000000.0,4000000.0,Married,High School,Tỉnh Đồng Nai,Xuân Lộc,Tỉnh Đồng Nai
1634,16474447.0,2017-10-16,2018-10-26,12.0,FC TW 0% DP - 143,33000000.0,1815000.0,34815000.0,45.0,12.0,12.0,1.0,44003000.0,,1.0,1.0,1.0,3657000.0,,41.0,2.0,6000000.0,0.0,800000.0,13000000.0,4700000.0,Married,Middle School,Tỉnh Hoà Bình,Lạc Thủy,
3936,16629392.0,2017-10-17,2018-10-26,12.0,FC UP DSA TS SCORE 1 NEW- 761,20000000.0,1100000.0,21100000.0,35.0,24.0,10.0,0.0,12408000.0,,0.0,0.0,0.0,1234743.0,F,40.0,,10000000.0,0.0,12000000.0,30000000.0,,,College,Tỉnh Tuyên Quang,,Tỉnh Tuyên Quang
1210,16391376.0,2017-10-02,2018-10-26,12.0,,11200000.0,560000.0,11760000.0,80.0,,2.0,0.0,13928000.0,,1.0,0.0,1.0,1142000.0,M,23.0,,6000000.0,0.0,1200000.0,15000000.0,6000000.0,Civil Marriage/live-in,Middle School,Tỉnh Nghệ An,Quế Phong,Tỉnh Nghệ An
3268,16738860.0,2017-10-20,2018-10-26,12.0,FC UP L.G 3 TSA SCORE- 541,15000000.0,825000.0,15825000.0,59.99,24.0,5.0,0.0,10437000.0,,0.0,,0.0,1146759.0,F,36.0,,6000000.0,0.0,21600000.0,18000000.0,2800000.0,Married,High School,Tỉnh Hậu Giang,Long Mỹ,Tỉnh Hậu Giang
1934,16529501.0,2017-10-15,2018-10-26,12.0,FC UP DSA TS SCORE 3- 541,20000000.0,1100000.0,21100000.0,59.99,15.0,3.0,0.0,6099000.0,,0.0,0.0,0.0,,F,45.0,,8000000.0,0.0,8400000.0,22000000.0,2500000.0,Married,Middle School,Tỉnh Tiền Giang,Chợ Gạo,Tỉnh Tiền Giang
553,16862834.0,2017-10-26,,12.0,FC CD NOKIA JUNE SUB7-1684,3913000.0,258258.0,4171258.0,,6.0,,0.0,4248000.0,,1.0,0.0,1.0,696000.0,,22.0,,6000000.0,0.0,1000000.0,20000000.0,4000000.0,Single,Middle School,Tỉnh Đồng Nai,Nhơn Trạch,Tỉnh Đồng Nai
491,16519313.0,2017-10-10,2018-10-26,12.0,FC TW PLATINUM DP SUPER - 141,16000000.0,0.0,16000000.0,35.0,12.0,12.0,1.0,19336000.0,,1.0,1.0,1.0,1600000.0,F,,,10000000.0,0.0,800000.0,25000000.0,,Married,High School,Tỉnh Bà Rịa - Vũng Tàu,Tân Thành,Tỉnh Bà Rịa - Vũng Tàu
2962,16587028.0,2017-10-16,2018-10-26,12.0,FC CD PORT KD LP - 866,1240000.0,62000.0,1302000.0,85.0,6.0,,1.0,,,1.0,1.0,1.0,274000.0,F,36.0,,,0.0,,20000000.0,5000000.0,Married,College,Tỉnh Bình Định,Tuy Phước,Tỉnh Bình Định
2329,16452494.0,2017-10-06,2018-10-26,12.0,FC CD KEY DEALERS 1 - 811,4690000.0,234500.0,4924500.0,,9.0,4.0,0.0,5777000.0,,,0.0,0.0,655000.0,M,32.0,,6000000.0,0.0,600000.0,16000000.0,3200000.0,Married,Middle School,Tỉnh Bắc Ninh,Gia Bình,Tỉnh Bắc Ninh
2195,16663837.0,2017-10-17,2018-10-26,12.0,FC CD DP0 LP NEW-1851,2590000.0,129500.0,2719500.0,65.0,6.0,6.0,1.0,3330000.0,,,1.0,1.0,543000.0,M,,,7500000.0,0.0,1500000.0,,4000000.0,Single,Middle School,,Cai Lậy,Tỉnh Tiền Giang
3064,16402115.0,2017-10-02,2018-10-26,,FC CD KEY DEALERS 1 - 811,,244500.0,,45.0,6.0,8.0,1.0,6894000.0,,1.0,1.0,,972000.0,M,26.0,1.0,10000000.0,0.0,2000000.0,15000000.0,5100000.0,,High School,Thành phố Hà Nội,Hoài Đức,Thành phố Hà Nội
657,16504289.0,2017-10-10,2018-10-26,12.0,FC UP DSA TS SCORE 2 NEW- 762,20000000.0,1100000.0,21100000.0,45.0,24.0,12.0,1.0,16410000.0,,1.0,1.0,1.0,1348689.0,M,21.0,,5000000.0,,8400000.0,40000000.0,3500000.0,Single,High School,Tỉnh Bình Thuận,Hàm Thuận Nam,Tỉnh Bình Thuận
2374,16989922.0,2017-10-31,2018-10-26,12.0,FC CD KEY DEALERS 2 NEW- 1801,4990000.0,0.0,4990000.0,35.0,,9.0,1.0,5860000.0,,1.0,1.0,1.0,639000.0,M,27.0,,10000000.0,0.0,800000.0,15000000.0,2500000.0,Civil Marriage/live-in,Working Cerfiticate,Tỉnh Hà Nam,Phủ Lý,Tỉnh Hà Nam
2225,16398257.0,2017-10-05,2018-10-26,12.0,FC CD PORT LP NEW-1848,2140000.0,107000.0,2247000.0,65.0,6.0,6.0,1.0,2766000.0,,,,1.0,449000.0,M,29.0,1.0,5500000.0,0.0,1000000.0,10000000.0,3000000.0,Married,High School,Tỉnh Bình Phước,Chơn Thành,Tỉnh Bình Phước
4264,16684738.0,2017-10-18,2018-10-26,12.0,,2690000.0,134500.0,2824500.0,65.0,12.0,10.0,0.0,3390000.0,,0.0,0.0,0.0,327000.0,F,20.0,,6500000.0,0.0,1100000.0,15000000.0,5000000.0,Single,Middle School,Tỉnh Cà Mau,Năm Căn,Tỉnh Cà Mau
1170,,2017-10-16,2018-10-26,12.0,FC CD DMX SEP OUT-1896,5752000.0,379632.0,6131632.0,0.01,6.0,6.0,1.0,6204000.0,,1.0,1.0,1.0,1022000.0,F,39.0,,5000000.0,0.0,600000.0,17000000.0,3000000.0,Married,Middle School,Tỉnh Long An,Đức Huệ,Tỉnh Long An
132,,2017-10-10,2018-10-26,12.0,FC UP DSA TS SCORE 1 NEW- 761,25000000.0,1375000.0,26375000.0,35.0,,,1.0,18663716.0,,1.0,1.0,1.0,,F,27.0,,,0.0,24000000.0,,5000000.0,Single,,Tỉnh Sóc Trăng,Trần Đề,Tỉnh Sóc Trăng
471,16959341.0,,2018-10-26,12.0,FC CD FPT OCT OUT-1970,7191000.0,0.0,7191000.0,0.01,6.0,6.0,1.0,7266000.0,,,1.0,1.0,1199000.0,M,31.0,,6500000.0,0.0,1000000.0,,6000000.0,,High School,Tỉnh Tây Ninh,Trảng Bàng,Tỉnh Tây Ninh
3225,16766181.0,2017-10-25,2018-10-26,12.0,FC UP CAT B NEW- 610,20000000.0,1100000.0,21100000.0,47.0,24.0,12.0,1.0,16619000.0,,1.0,1.0,1.0,1372100.0,F,21.0,,5147000.0,0.0,7200000.0,20000000.0,5000000.0,Single,Middle School,Tỉnh Đồng Nai,Xuân Lộc,Tỉnh Đồng Nai
1405,16294829.0,,2018-10-26,12.0,FC UP L.G 2 TSA SCORE NEW- 617,20000000.0,1100000.0,21100000.0,44.5,24.0,13.0,1.0,17614000.0,,1.0,1.0,1.0,,M,20.0,,6000000.0,0.0,12000000.0,16000000.0,4000000.0,Single,Middle School,Tỉnh An Giang,Châu Thành,Tỉnh An Giang
2876,16607603.0,,2018-10-26,12.0,FC CD SAMSUNG OCT IN-1914,4543000.0,299838.0,,0.01,6.0,6.0,1.0,,,1.0,1.0,1.0,808000.0,M,36.0,,10500000.0,0.0,1500000.0,18000000.0,4500000.0,Married,High School,Tỉnh Bình Dương,Dĩ An,Tỉnh Bình Dương
4504,16734999.0,2017-10-20,2018-10-26,12.0,FC UP L.G 2 TSA SCORE NEW- 617,40000000.0,2200000.0,42200000.0,44.5,24.0,,,,,,,0.0,2685736.0,M,23.0,,20000000.0,0.0,24000000.0,35000000.0,5000000.0,Single,Working Cerfiticate,Tỉnh Yên Bái,Văn Yên,Tỉnh Yên Bái
4692,16788272.0,2017-10-21,,12.0,FC CD KEY DEALERS 1 - 811,9680000.0,484000.0,10164000.0,45.0,9.0,,,,,,,0.0,1352000.0,F,50.0,3.0,7000000.0,0.0,900000.0,35000000.0,4500000.0,Married,High School,Tỉnh Đăk Lăk,Buôn Đôn,Tỉnh Đăk Lăk
2826,,2017-10-02,2018-10-26,12.0,FC TW HONDA 0.79 OUT-560,15000000.0,990000.0,15990000.0,17.06,12.0,12.0,1.0,17668000.0,,1.0,1.0,1.0,1459000.0,,40.0,,,0.0,1000000.0,20000000.0,3500000.0,Single,,Tỉnh Kiên Giang,Tân Hiệp,Tỉnh Kiên Giang
287,16294077.0,2017-10-07,2018-10-26,12.0,FC UP CAT B NEW- 610,20000000.0,1100000.0,21100000.0,47.0,24.0,,0.0,13829200.0,,0.0,0.0,0.0,1372100.0,F,20.0,,6453000.0,0.0,12000000.0,,10000000.0,Married,Middle School,Tỉnh Bình Phước,Đồng Phú,Tỉnh Bình Phước
1869,16571913.0,2017-10-13,2018-10-26,12.0,FC CD DMX SEP OUT-1896,6993000.0,461538.0,7454538.0,0.01,6.0,6.0,1.0,7530000.0,,1.0,1.0,1.0,1243000.0,F,39.0,2.0,12000000.0,0.0,1000000.0,20000000.0,,Married,High School,Tỉnh Đồng Nai,Biên Hòa,Tỉnh Đồng Nai
3114,,2017-10-11,,12.0,,40000000.0,2200000.0,42200000.0,35.0,30.0,12.0,1.0,25702632.0,,1.0,1.0,1.0,2129886.0,F,35.0,,15000000.0,,18000000.0,,6000000.0,Married,High School,,Quốc Oai,
3625,16615314.0,2017-10-21,2018-10-26,12.0,FC CD OPPO F3 LITE NK-1900,,303600.0,4903600.0,48.2,6.0,7.0,1.0,5700000.0,,1.0,1.0,1.0,936000.0,F,34.0,2.0,,0.0,1000000.0,14000000.0,5000000.0,Married,Basic School,,BẮC TÂN UYÊN,Tỉnh Bình Dương
2312,16822294.0,2017-10-24,2018-10-26,12.0,FC CD FPT OCT OUT-1971,,653334.0,10552334.0,0.01,6.0,5.0,0.0,10626000.0,,1.0,0.0,1.0,,F,,,10000000.0,,1000000.0,20000000.0,4500000.0,Divorced,College,Tỉnh Khánh Hòa,Ninh Hòa,Tỉnh Khánh Hòa
4923,16389328.0,2017-10-06,2018-10-26,12.0,FC TW 0% DP - 143,15000000.0,825000.0,15825000.0,45.0,,10.0,1.0,19417000.0,,1.0,1.0,1.0,1927000.0,M,,2.0,7500000.0,0.0,650000.0,,3500000.0,Married,Middle School,Tỉnh Hoà Bình,Hoà Bình,Tỉnh Hoà Bình
1618,16628412.0,2017-10-13,2018-10-26,12.0,FC CD OPPO JULY OUT-1792,3843000.0,253638.0,4096638.0,0.01,6.0,6.0,1.0,4170000.0,,1.0,1.0,1.0,683000.0,M,28.0,,7000000.0,0.0,800000.0,25000000.0,3500000.0,Married,,Tỉnh Thái Nguyên,Phổ Yên,Tỉnh Thái Nguyên
994,16732358.0,2017-10-23,2018-10-26,12.0,FC CD KEY DEALERS 1 - 811,2390000.0,119500.0,2509500.0,45.0,,6.0,1.0,2922000.0,,1.0,1.0,1.0,475000.0,M,37.0,,6000000.0,0.0,1000000.0,18000000.0,4000000.0,Married,Middle School,Tỉnh Quảng Nam,Thăng Bình,Tỉnh Quảng Nam
1803,16680585.0,2017-10-20,2018-10-26,,FC CD NOKIA JUNE SUB7-1684,3913000.0,258258.0,4171258.0,0.01,6.0,6.0,1.0,4248000.0,,1.0,1.0,,696000.0,,30.0,1.0,12000000.0,,,24000000.0,3000000.0,Married,High School,Tỉnh Bình Dương,Bến Cát,Tỉnh Bình Dương
2642,16831750.0,2017-10-26,2018-10-26,12.0,FC UP DSA TS SCORE 1 NEW- 761,30000000.0,1650000.0,31650000.0,35.0,30.0,,,,,,,0.0,1597414.0,M,25.0,,10000000.0,0.0,24000000.0,19000000.0,4000000.0,Married,Middle School,Tỉnh Bình Dương,Tân Uyên,Tỉnh Bình Dương
4802,16684765.0,2017-10-16,2018-10-26,12.0,FC CD OPPO JULY OUT-1790,4893000.0,322938.0,,0.01,6.0,6.0,1.0,,,1.0,1.0,1.0,870000.0,F,24.0,,8000000.0,0.0,,35000000.0,6000000.0,Single,High School,TP Hồ Chí Minh,Thủ Đức,TP Hồ Chí Minh
3535,16782724.0,2017-10-23,,12.0,FC CD PORT LP NEW-1848,2150000.0,107500.0,2257500.0,65.0,6.0,6.0,1.0,2777000.0,,1.0,1.0,1.0,451000.0,F,32.0,2.0,,0.0,1000000.0,20000000.0,3000000.0,Married,High School,TP Hồ Chí Minh,Bình Tân,TP Hồ Chí Minh
4831,16388835.0,2017-10-05,2018-10-26,12.0,FC CD KEY DEALERS 2 NEW- 1801,7990000.0,399500.0,8389500.0,35.0,9.0,9.0,1.0,9774000.0,,1.0,1.0,1.0,1074000.0,,37.0,0.0,8000000.0,0.0,1000000.0,25000000.0,3000000.0,,Bachelor,TP Hồ Chí Minh,Quận 4,
3911,16492410.0,2017-10-10,,12.0,FC UP DSA TS SCORE 1 NEW- 761,20000000.0,,,35.0,,7.0,0.0,8612886.0,,0.0,0.0,,1064943.0,F,,,6000000.0,0.0,12000000.0,,4000000.0,Married,High School,Tỉnh Hòa Bình,Lạc Sơn,Tỉnh Hòa Bình
2107,16830971.0,2017-10-25,2018-10-26,12.0,FC UP DSA TS SCORE 1 NEW- 761,10000000.0,550000.0,10550000.0,35.0,12.0,12.0,1.0,,0.00146104563140248,0.0,0.0,1.0,1054610.0,M,28.0,,5000000.0,0.0,12000000.0,25000000.0,5000000.0,,High School,Tỉnh Gia Lai,Ia Grai,Tỉnh Gia Lai
3044,,2017-10-04,2018-10-26,12.0,FC TW E STANDARD EBIKE-197,,470000.0,9870000.0,55.0,12.0,,0.0,5500000.0,,0.0,0.0,0.0,1088000.0,F,21.0,,,0.0,1000000.0,,3000000.0,Married,College,Thành phố Đà Nẵng,Sơn Trà,Thành phố Đà Nẵng
416,16803186.0,2017-10-23,2018-10-26,12.0,FC TW ATTRACTIVE NEW - 151,17100000.0,855000.0,17955000.0,45.0,12.0,9.0,0.0,20878000.0,,0.0,0.0,0.0,1886000.0,M,43.0,,15000000.0,0.0,3000000.0,40000000.0,,Single,College,Thành phố Đà Nẵng,Thanh Khê,Thành phố Đà Nẵng
977,,2017-10-26,2018-10-26,12.0,,35000000.0,1925000.0,36925000.0,37.0,36.0,11.0,0.0,20869000.0,,1.0,0.0,1.0,1712401.0,M,25.0,,6746000.0,0.0,10800000.0,40000000.0,4500000.0,Single,High School,Tỉnh Quảng Ninh,Cẩm Phả,Tỉnh Quảng Ninh
2417,16714410.0,2017-10-18,2018-10-26,12.0,FC CD KEY DEALERS 1 - 811,3990000.0,199500.0,4189500.0,45.0,9.0,9.0,1.0,5121000.0,,1.0,1.0,1.0,558000.0,M,27.0,,6000000.0,0.0,1000000.0,18000000.0,3400000.0,Married,Middle School,Tỉnh Cà Mau,Cà Mau,Tỉnh Cà Mau
505,16974996.0,2017-10-31,2018-10-26,12.0,FC CD DMX SEP IN-1899,5840000.0,385440.0,6225440.0,0.01,6.0,6.0,1.0,6300000.0,,1.0,1.0,1.0,1038000.0,F,32.0,,5000000.0,0.0,,30000000.0,5000000.0,Divorced,High School,TP Hồ Chí Minh,Bình Chánh,TP Hồ Chí Minh
4152,16721442.0,2017-10-18,2018-10-26,12.0,FC CD KEY DEALERS 2 NEW- 1801,8490000.0,424500.0,8914500.0,35.0,12.0,,0.0,9775000.0,,0.0,0.0,0.0,892000.0,M,22.0,,8500000.0,0.0,500000.0,20000000.0,,Single,College,TP Hồ Chí Minh,Củ Chi,TP Hồ Chí Minh
4255,16610666.0,2017-10-17,2018-10-26,12.0,FC CD PORT LP NEW-1848,3590000.0,179500.0,3769500.0,65.0,6.0,6.0,1.0,4578000.0,,1.0,1.0,1.0,753000.0,F,36.0,,10000000.0,0.0,1500000.0,22000000.0,6000000.0,Married,High School,Thành phố Đà Nẵng,Hải Châu,Thành phố Đà Nẵng
3941,16765933.0,2017-10-19,2018-10-26,,FC UP DSA TS SCORE 1 NEW- 761,20000000.0,1100000.0,21100000.0,,18.0,12.0,1.0,18424380.0,,1.0,1.0,1.0,1523365.0,F,35.0,,8000000.0,0.0,18000000.0,20000000.0,5000000.0,Married,,,Bình Chánh,
414,16981316.0,2017-10-31,2018-10-26,12.0,FC CD VIETTEL JULY IN-1741,2793000.0,184338.0,2977338.0,0.01,6.0,,0.0,,,1.0,0.0,1.0,497000.0,,,,6000000.0,0.0,800000.0,28000000.0,4500000.0,,High School,Tỉnh Nam Định,Hải Hậu,Tỉnh Nam Định
4148,16637555.0,2017-10-14,2018-10-26,12.0,FC CD KEY DEALERS 1 - 811,3160000.0,158000.0,3318000.0,45.0,6.0,6.0,1.0,3840000.0,,,1.0,1.0,628000.0,M,24.0,0.0,9000000.0,0.0,1500000.0,40000000.0,6000000.0,Single,Middle School,Tỉnh Tây Ninh,Châu Thành,Tỉnh Tây Ninh
1183,16749764.0,2017-10-21,,12.0,FC TW E STANDARD EBIKE-197,7500000.0,,7875000.0,55.0,12.0,12.0,1.0,10557000.0,,1.0,1.0,1.0,868000.0,F,29.0,2.0,6000000.0,0.0,1000000.0,16000000.0,,Married,,Tỉnh Phú Thọ,Thanh Sơn,Tỉnh Phú Thọ
485,16952222.0,2017-10-30,2018-10-26,12.0,FC CD SAMSUNG JULY IN-1744,3143000.0,207438.0,3350438.0,0.01,4.0,4.0,1.0,3400000.0,,1.0,1.0,1.0,838000.0,F,37.0,,6000000.0,0.0,800000.0,12000000.0,32000000.0,Married,College,,,Tỉnh Gia Lai
893,16616497.0,2017-10-25,2018-10-26,12.0,FC UP SUR CF PLUS - 555,20000000.0,1100000.0,21100000.0,60.0,24.0,11.0,,,,0.0,0.0,0.0,,M,,,10000000.0,0.0,24000000.0,20000000.0,5000000.0,Divorced,High School,TP Hồ Chí Minh,Quận 8,TP Hồ Chí Minh
805,16669319.0,2017-10-17,2018-10-26,,FC UP DSA TS SCORE 1 NEW- 761,15000000.0,,15825000.0,35.0,24.0,1.0,0.0,927000.0,,0.0,0.0,0.0,926057.0,M,29.0,,7000000.0,0.0,,15000000.0,,,Middle School,Tỉnh Bình Dương,Bến Cát,Tỉnh Bình Dương
555,16406611.0,,,,FC CD DMX SEP IN-1899,8990000.0,593340.0,,0.01,6.0,6.0,1.0,9660000.0,,1.0,1.0,,1598000.0,F,37.0,,7500000.0,0.0,1000000.0,15000000.0,2000000.0,Divorced,College,Tỉnh Thái Nguyên,Thái Nguyên,
3825,16495082.0,2017-10-13,2018-10-26,,FC UP SUR BIKE PLUS NEW- 618,20000000.0,1100000.0,21100000.0,47.0,18.0,12.0,1.0,20018470.0,,,,1.0,1655490.0,M,27.0,,6000000.0,0.0,8400000.0,,5000000.0,Married,Middle School,TP Hồ Chí Minh,Hóc Môn,TP Hồ Chí Minh
1197,16586761.0,2017-10-16,2018-10-26,12.0,FC CD NONKEY FEB SUB7.2-1425,7500000.0,495000.0,7995000.0,0.01,6.0,6.0,1.0,,,,1.0,1.0,1333000.0,M,27.0,,7000000.0,0.0,1500000.0,20000000.0,8000000.0,Married,Middle School,,Rạch Giá,Tỉnh Kiên Giang
4253,16864055.0,2017-10-25,2018-10-26,12.0,FC CD DP0 LP NEW-1851,2990000.0,149500.0,3139500.0,65.0,12.0,12.0,1.0,4572000.0,,1.0,1.0,1.0,363000.0,M,34.0,,10000000.0,4000000.0,1000000.0,6000000.0,1000000.0,Divorced,Basic School,Tỉnh Long An,,Tỉnh Long An
4058,16778175.0,2017-10-20,2018-10-26,12.0,FC CD NP DMX ECONOMY - 857,2390000.0,119500.0,2509500.0,45.0,6.0,6.0,1.0,2922000.0,,1.0,1.0,1.0,,F,30.0,,6000000.0,0.0,1000000.0,15000000.0,5000000.0,Married,College,Tỉnh Hưng Yên,,Tỉnh Hưng Yên
1293,16832345.0,2017-10-23,2018-10-26,12.0,,15000000.0,825000.0,15825000.0,45.0,15.0,12.0,1.0,16927941.0,,1.0,1.0,1.0,,,,,5000000.0,0.0,6000000.0,20000000.0,4000000.0,Single,College,Tỉnh Bình Định,Tuy Phước,Tỉnh Bình Định
2221,16741336.0,2017-10-21,2018-10-26,12.0,FC CD KEY DEALERS 1 - 811,4390000.0,219500.0,4609500.0,45.0,6.0,2.0,0.0,,,0.0,0.0,0.0,873000.0,M,21.0,,4000000.0,0.0,1000000.0,18000000.0,4000000.0,Single,College,Tỉnh Thanh Hóa,Cẩm Thủy,Tỉnh Thanh Hóa
3504,16757545.0,2017-10-20,2018-10-26,12.0,FC CD KEY DEALERS 2 NEW- 1801,4392000.0,219600.0,4611600.0,35.0,,9.0,1.0,5418000.0,,1.0,,1.0,590000.0,M,24.0,1.0,5000000.0,0.0,1000000.0,16000000.0,7000000.0,,High School,Tỉnh Phú Thọ,Lâm Thao,
3654,16534756.0,2017-10-10,2018-10-26,12.0,FC CD PORT LP NEW-1848,2790000.0,,2929500.0,65.0,6.0,5.0,0.0,3582000.0,,1.0,0.0,1.0,585000.0,M,20.0,,6400000.0,,500000.0,16000000.0,2000000.0,Single,Middle School,,Bến Cát,Tỉnh Bình Dương
4758,,2017-10-20,2018-10-26,12.0,FC CD KEY DEALERS 1 - 811,6490000.0,324500.0,6814500.0,,9.0,9.0,1.0,,,1.0,1.0,1.0,907000.0,,32.0,,8000000.0,0.0,,30000000.0,6000000.0,,High School,Tỉnh Khánh Hòa,Nha Trang,Tỉnh Khánh Hòa
3006,16784400.0,2017-10-20,2018-10-26,12.0,FC CD KEY DEALERS 1 - 811,2790000.0,,2929500.0,,6.0,6.0,1.0,3410000.0,,1.0,1.0,1.0,555000.0,M,21.0,0.0,6000000.0,0.0,900000.0,36000000.0,5400000.0,Single,High School,Tỉnh Đăk Lăk,Krông Búk,Tỉnh Đăk Lăk
2093,16732925.0,,,12.0,FC UP L.G 2 TSA SCORE NEW- 617,20000000.0,1100000.0,21100000.0,44.5,24.0,12.0,1.0,14903548.0,0.0751419102001587,0.0,,0.0,1342868.0,F,23.0,,7000000.0,0.0,12000000.0,17000000.0,6000000.0,Single,High School,Thành phố Hà Nội,Tây Hồ,Thành phố Hà Nội
2187,16359888.0,2017-10-05,2018-10-26,12.0,FC UP L.G 2 TSA SCORE NEW- 617,30000000.0,1650000.0,31650000.0,44.5,,6.0,0.0,14720000.0,,0.0,0.0,0.0,2441232.0,M,39.0,,,0.0,36000000.0,23000000.0,7500000.0,Married,Basic School,Tỉnh Hải Dương,Kinh Môn,Tỉnh Hải Dương
3036,16524179.0,2017-10-10,2018-10-26,12.0,FC CD NP DMX ECONOMY - 857,5890000.0,294500.0,6184500.0,45.0,12.0,3.0,0.0,1944000.0,,0.0,0.0,0.0,650000.0,M,22.0,,8000000.0,0.0,1000000.0,28000000.0,5000000.0,Single,High School,,Mỹ Tho,
3918,16781019.0,2017-10-25,2018-10-26,12.0,FC UP CAT B NEW- 610,18000000.0,990000.0,18990000.0,47.0,18.0,11.0,0.0,16522000.0,,,0.0,0.0,1489941.0,F,20.0,,4494000.0,0.0,,15000000.0,6000000.0,Married,High School,Tỉnh Bình Phước,Đồng Xoài,Tỉnh Bình Phước
1272,16923519.0,2017-10-28,,,FC UP L@W-TOP EMPLOYER-SOURCE 2-383,10000000.0,550000.0,10550000.0,,18.0,12.0,1.0,13764000.0,,1.0,,1.0,761683.0,M,24.0,,5100000.0,,,19500000.0,4500000.0,,High School,Tỉnh Đồng Nai,Biên Hòa,Tỉnh Đồng Nai
290,16759216.0,2017-10-27,2018-10-26,12.0,FC UP SUR CF - 285,10000000.0,550000.0,10550000.0,60.0,20.0,9.0,0.0,8585590.0,,0.0,0.0,0.0,846559.0,M,,,10000000.0,0.0,12000000.0,20000000.0,,Married,High School,Tỉnh Hưng Yên,Kim Động,Tỉnh Hưng Yên
4827,16845570.0,2017-10-26,2018-10-26,,FC CD MBW SEP IN-1864,,177804.0,2871804.0,0.01,4.0,4.0,,2920000.0,,1.0,1.0,,718000.0,M,21.0,,6000000.0,0.0,800000.0,18000000.0,3000000.0,Single,,TỈNH PHÚ YÊN,Phú Hòa,TỈNH PHÚ YÊN
