APP_ID,DISBURSALDATE,REPORT_DATE,TERM_TMP,PRODUCT_NAME,LOANAMOUNT_NOT_INSURANCE,INSURANCE_FEE,LA,EFF_RATE,TERM,COUNT_TERM_RECEIPT,flag term,SUM_RECEIPT_AMT,flag loan amt,flag final,RESULT_YES/NO,EMI,GENDER,AGE,Number of Children,PERSONAL_INCOME,ADDITIONAL_INCOME,PERSONAL_EXPENSE,FAMILY_INCOME,FAMILY_EXPENSE,MARITAL_STATUS,EDUCATION,City,ADDRESS_CURRENT_CITY,PROVINCE_CURRENT
16638843,2017-10-16,2018-10-26,12,FC UP L@W-TOP EMPLOYER-SOURCE 2-383,20000000,0,20000000,35.0,12,10.0,0.0,24124040.0,1.0,0.0,1,1999260,F,32,0,5738000,0,9600000,30000000,4000000,Single,High School,TP Hồ Chí Minh,Quận 9,TP Hồ Chí Minh
16579557,2017-10-17,2018-10-26,12,FC UP DSA TS SCORE 2 NEW- 762,20000000,1100000,21100000,45.0,24,12.0,1.0,16332000.0,1.0,1.0,1,1348689,M,35,0,10000000,0,12000000,18000000,4000000,Married,High School,Tỉnh An Giang,Phú Tân,Tỉnh An Giang
16931732,2017-10-30,2018-10-26,12,FC UP CAT B NEW- 610,25000000,1375000,26375000,47.0,26,11.0,0.0,17996000.0,0.0,0.0,0,1635265,F,26,0,4800000,0,9600000,10000000,2500000,Married,High School,Tỉnh Bình Dương,Thuận An,Tỉnh Bình Dương
16529528,2017-10-12,2018-10-26,12,FC UP DSA TS SCORE 1 NEW- 761,50000000,2750000,52750000,35.0,30,9.0,0.0,25635142.0,0.0,0.0,0,2662357,F,31,0,10000000,0,24000000,35000000,5000000,Married,High School,Tỉnh Đồng Tháp,TX. Hồng Ngự,Tỉnh Đồng Tháp
16550420,2017-10-14,2018-10-26,12,FC UP SUR BIKE PLUS NEW- 618,20000000,1100000,21100000,47.0,24,12.0,1.0,16604000.0,1.0,1.0,1,1372100,F,32,0,6000000,0,12000000,20000000,4000000,Married,High School,Tỉnh Trà Vinh,Châu Thành,Tỉnh Trà Vinh
16491949,2017-10-12,2018-10-26,12,FC UP EVN STD NEW- 629,20000000,1100000,21100000,47.0,24,13.0,1.0,17995200.0,1.0,1.0,1,1372100,M,54,0,6500000,0,12000000,20000000,5000000,Married,High School,Tỉnh Bắc Giang,Bắc Giang,Tỉnh Bắc Giang
16236531,2017-10-03,2018-10-26,12,FC UP CAT B NEW- 610,25000000,1375000,26375000,47.0,24,12.0,1.0,20714000.0,1.0,1.0,1,1715125,M,36,0,6000000,0,18000000,16000000,5000000,Married,Middle School,Tỉnh Long An,Cần Giuộc,Tỉnh Long An
16319765,2017-10-10,2018-10-26,12,FC UP CAT C - 306,20000000,1100000,21100000,60.0,24,9.0,0.0,12333000.0,0.0,0.0,0,1529136,F,35,0,6000000,0,18000000,15000000,4500000,Married,Master Degree,Tỉnh Ninh Bình,Ninh Bình,Tỉnh Ninh Bình
16767136,2017-10-21,2018-10-26,12,FC UP L.G 3 TSA SCORE- 541,20000000,1100000,21100000,59.99,18,12.0,1.0,21802896.0,1.0,1.0,1,1804908,M,27,0,8000000,0,9600000,16000000,3500000,Married,Middle School,TP Hồ Chí Minh,Thủ Đức,TP Hồ Chí Minh
16450646,2017-10-06,2018-10-26,12,FC UP L.G 2 TSA SCORE- 535,15000000,825000,15825000,42.5,12,5.0,0.0,6950000.0,0.0,0.0,0,1641652,M,42,0,5500000,0,6000000,10000000,3000000,Married,High School,Tỉnh Yên Bái,Yên Bình,Tỉnh Yên Bái
16658502,2017-10-19,2018-10-26,12,FC UP CAT B NEW- 610,20000000,1100000,21100000,47.0,24,12.0,1.0,16609000.0,1.0,1.0,1,1372100,F,24,0,4452000,0,7200000,18000000,3900000,Single,High School,Tỉnh Đồng Nai,Long Khánh,Tỉnh Đồng Nai
16916228,2017-10-31,2018-10-26,12,FC UP CAT A NEW- 608,10000000,550000,10550000,37.0,12,11.0,0.0,11841000.0,0.0,0.0,0,1065154,F,37,0,8519000,0,12000000,25000000,5000000,Married,Middle School,Tỉnh Đồng Nai,Trảng Bom,Tỉnh Đồng Nai
16497244,2017-10-07,2018-10-26,12,FC UP BANK SUR - 556,20000000,1100000,21100000,45.0,26,11.0,0.0,15558000.0,1.0,0.0,1,1284456,F,28,0,8000000,0,10800000,25000000,5000000,Married,High School,Thành phố Đà Nẵng,Liên Chiểu,Thành phố Đà Nẵng
16319842,2017-10-04,2018-10-26,12,FC UP EVN STD NEW- 629,20000000,1100000,21100000,47.0,24,13.0,1.0,16625000.0,1.0,1.0,1,1372100,F,51,0,10000000,0,24000000,29000000,7000000,Married,Middle School,TP Hồ Chí Minh,Quận 8,TP Hồ Chí Minh
16846753,2017-10-25,2018-10-26,12,FC UP DSA TS SCORE 1 NEW- 761,30000000,1650000,31650000,35.0,30,5.0,0.0,38727656.0,1.0,0.0,1,1597414,F,47,0,10000000,0,9600000,29000000,3500000,Married,High School,Thành phố Đà Nẵng,Hòa Vang,Thành phố Đà Nẵng
16894590,2017-10-28,2018-10-26,12,FC UP DSA TS SCORE 1 NEW- 761,50000000,2750000,52750000,35.0,30,11.0,0.0,29430000.0,0.0,0.0,0,2662357,M,49,0,15000000,0,36000000,25000000,5000000,Married,Middle School,Tỉnh Tiền Giang,Cái Bè,Tỉnh Tiền Giang
16843840,2017-10-27,2018-10-26,12,FC UP DSA TS SCORE 1 NEW- 761,30000000,1650000,31650000,35.0,24,11.0,0.0,20493254.0,0.0,0.0,0,1852114,F,40,0,9000000,0,12000000,22000000,5000000,Married,High School,Tỉnh Thanh Hóa,Tĩnh Gia,Tỉnh Thanh Hóa
16450591,2017-10-06,2018-10-26,12,FC UP L.G 1 TSA SCORE NEW- 616,40000000,2200000,42200000,33.5,30,2.0,0.0,34000000.0,1.0,0.0,1,2095439,M,26,0,25000000,0,36000000,40000000,5000000,Married,Working Cerfiticate,Tỉnh Thanh Hóa,Triệu Sơn,Tỉnh Thanh Hóa
