APP_ID,DISBURSALDATE,REPORT_DATE,TERM_TMP,PRODUCT_NAME,LOANAMOUNT_NOT_INSURANCE,INSURANCE_FEE,LA,EFF_RATE,TERM,COUNT_TERM_RECEIPT,flag term,SUM_RECEIPT_AMT,flag loan amt,flag final,RESULT_YES/NO,EMI,GENDER,AGE,Number of Children,PERSONAL_INCOME,ADDITIONAL_INCOME,PERSONAL_EXPENSE,FAMILY_INCOME,FAMILY_EXPENSE,MARITAL_STATUS,EDUCATION,City,ADDRESS_CURRENT_CITY,PROVINCE_CURRENT
16796613,2017-10-24,2018-10-26,12,FC CD KEY DEALERS 2 NEW- 1801,6290000,314500,6604500,35.0,12,9.0,0.0,6057000.0,0.0,0.0,0,661000,F,35,2,6000000,0,1000000,18000000,3000000,Married,Middle School,Tỉnh Tiền Giang,Gò Công Đông,Tỉnh Tiền Giang
16587995,2017-10-11,2018-10-26,12,FC CD KEY DEALERS 1 - 811,5040000,252000,5292000,45.0,12,12.0,1.0,6816000.0,1.0,1.0,1,556000,M,37,0,8000000,0,2000000,8000000,2000000,Single,High School,TP Hồ Chí Minh,Gò Vấp,TP Hồ Chí Minh
16691523,2017-10-16,2018-10-26,12,FC CD OPPO JULY IN-1793,4893000,322938,5215938,0.01,6,6.0,1.0,5292000.0,1.0,1.0,1,870000,M,46,0,8000000,0,800000,18000000,1800000,Married,Middle School,Tỉnh An Giang,Châu Thành,Tỉnh An Giang
16747850,2017-10-23,2018-10-26,12,FC CD KEY DEALERS 2 NEW- 1801,6950000,347500,7297500,35.0,12,3.0,0.0,2226000.0,0.0,0.0,0,730000,M,42,0,9000000,0,1000000,9000000,1000000,Married,High School,Tỉnh Khánh Hòa,Khánh Sơn,Tỉnh Khánh Hòa
16914745,2017-10-27,2018-10-26,12,FC TW LIGHT START 3 - 139,20000000,1000000,21000000,68.0,12,4.0,0.0,9888000.0,0.0,0.0,0,2460000,M,33,2,8000000,0,500000,16000000,1500000,Married,High School,Tỉnh Bình Dương,Tân Uyên,Tỉnh Bình Dương
16399182,2017-10-04,2018-10-26,12,FC CD DMX SEP OUT-1896,4753000,313698,5066698,0.01,6,5.0,0.0,5139000.0,1.0,0.0,1,845000,M,28,0,7000000,0,1000000,20000000,3000000,Single,High School,Tỉnh Kiên Giang,Phú Quốc,Tỉnh Kiên Giang
16584053,2017-10-29,2018-10-26,12,FC TW 0% DP - 143,8500000,0,8500000,45.0,12,12.0,1.0,10854143.0,1.0,1.0,1,893000,F,45,0,9000000,0,1000000,15000000,3000000,Married,Middle School,Tỉnh Đăk Lăk,Lăk,Tỉnh Đăk Lăk
16512029,2017-10-07,2018-10-26,12,FC CD KEY DEALERS 1 - 811,2690000,134500,2824500,45.0,9,9.0,1.0,3492000.0,1.0,1.0,1,376000,F,28,0,5000000,0,900000,16000000,4000000,Married,High School,Tỉnh Đồng Tháp,Lai Vung,Tỉnh Đồng Tháp
16952222,2017-10-30,2018-10-26,12,FC CD SAMSUNG JULY IN-1744,3143000,207438,3350438,0.01,4,4.0,1.0,3400000.0,1.0,1.0,1,838000,F,37,0,6000000,0,800000,12000000,32000000,Married,College,Tỉnh Gia Lai,Krông Pa,Tỉnh Gia Lai
16540065,2017-10-09,2018-10-26,12,FC CD OPPO JULY OUT-1790,4893000,322938,5215938,0.01,6,6.0,1.0,5289000.0,1.0,1.0,1,870000,F,37,0,6000000,0,1000000,12000000,4000000,Married,Middle School,Thành phố Cần Thơ,Thốt Nốt,Thành phố Cần Thơ
16961323,2017-10-31,2018-10-26,12,FC TW ATTRACTIVE NEW - 151,22500000,1125000,23625000,45.0,12,1.0,0.0,25790000.0,0.0,0.0,0,2481000,M,36,0,7000000,0,700000,25000000,3500000,Other,Middle School,Tỉnh Bình Dương,Tân Uyên,Tỉnh Bình Dương
16643539,2017-10-17,2018-10-26,12,FC CD DMX SEP OUT-1894,5190000,342540,5532540,10.21,6,5.0,0.0,4810000.0,0.0,0.0,0,950000,M,30,0,10000000,0,600000,20000000,3200000,Single,High School,Tỉnh Đăk Lăk,Buôn Ma Thuột,Tỉnh Đăk Lăk
16684238,2017-10-16,2018-10-26,12,FC CD KEY DEALERS 2 NEW- 1801,5751000,287550,6038550,35.0,9,9.0,1.0,7065000.0,1.0,1.0,1,773000,M,30,2,6000000,0,1500000,12000000,3500000,Married,Middle School,Thành phố Cần Thơ,Thới Lai,Thành phố Cần Thơ
16392166,2017-10-02,2018-10-26,12,FC CD PORT LP NEW-1848,4390000,219500,4609500,65.0,6,-1.0,-1.0,-1.0,-1.0,-1.0,0,921000,M,36,1,5000000,0,1200000,16000000,8000000,Married,Middle School,Tỉnh Vĩnh Long,Tam Bình,Tỉnh Vĩnh Long
16519313,2017-10-10,2018-10-26,12,FC TW PLATINUM DP SUPER - 141,16000000,0,16000000,35.0,12,12.0,1.0,19336000.0,1.0,1.0,1,1600000,F,30,0,10000000,0,800000,25000000,4000000,Married,High School,Tỉnh Bà Rịa - Vũng Tàu,Tân Thành,Tỉnh Bà Rịa - Vũng Tàu
16381825,2017-10-05,2018-10-26,12,FC CD KEY DEALERS 1 - 811,2000000,100000,2100000,45.0,6,6.0,1.0,2460000.0,1.0,1.0,1,398000,F,48,0,6000000,0,700000,18000000,4000000,Married,Middle School,Tỉnh Lâm Đồng,Đạ Tẻh,Tỉnh Lâm Đồng
16688068,2017-10-20,2018-10-26,12,FC CD KEY DEALERS 1 - 811,3990000,199500,4189500,45.0,6,6.0,1.0,4829000.0,1.0,1.0,1,793000,F,26,1,7000000,0,600000,16000000,2700000,Civil Marriage/live-in,Middle School,Tỉnh Tây Ninh,Tân Châu,Tỉnh Tây Ninh
16740076,2017-10-19,2018-10-26,12,FC TW 0% DP - 143,6622000,0,6622000,45.0,6,6.0,1.0,7590000.0,1.0,1.0,1,1253000,M,42,0,7500000,0,1000000,15000000,4000000,Married,Middle School,Thành phố Cần Thơ,Ô Môn,Thành phố Cần Thơ
17001845,2017-10-31,2018-10-26,12,FC CD KEY DEALERS 1 - 811,2000000,100000,2100000,45.0,6,6.0,1.0,2460000.0,1.0,1.0,1,398000,M,37,4,6000000,0,1000000,15000000,2000000,Married,Basic School,Tỉnh An Giang,Tịnh Biên,Tỉnh An Giang
16784022,2017-10-20,2018-10-26,12,FC CD VIETTEL JULY IN-1741,3843000,253638,4096638,0.01,6,6.0,1.0,4170000.0,1.0,1.0,1,683000,F,23,0,5000000,0,1100000,24000000,5000000,Other,College,Tỉnh Trà Vinh,Càng Long,Tỉnh Trà Vinh
16570845,2017-10-11,2018-10-26,12,FC CD DMX SEP IN-1899,8380000,553080,8933080,0.01,6,5.0,0.0,9006000.0,1.0,0.0,1,1489000,F,36,2,8000000,0,1000000,25000000,4000000,Civil Marriage/live-in,Middle School,Tỉnh Đồng Tháp,Lấp Vò,Tỉnh Đồng Tháp
16907941,2017-10-26,2018-10-26,12,FC CD MBW SEP IN-1864,2694000,177804,2871804,0.01,4,4.0,1.0,2920000.0,1.0,1.0,1,718000,F,29,1,6000000,0,2000000,16000000,4000000,Married,Bachelor,Tỉnh Hà Tĩnh,Cẩm Xuyên,Tỉnh Hà Tĩnh
16975879,2017-10-31,2018-10-26,12,FC CD NK OCT IN-1925,5432000,358512,5790512,0.01,6,6.0,1.0,5878000.0,1.0,1.0,1,966000,F,39,2,8000000,0,1000000,20000000,4000000,Married,Middle School,TP Hồ Chí Minh,Bình Chánh,TP Hồ Chí Minh
16805272,2017-10-25,2018-10-26,12,FC CD NP DMX ECONOMY - 857,2190000,109500,2299500,45.0,6,5.0,0.0,2688000.0,1.0,0.0,1,436000,M,27,1,12000000,0,1000000,20000000,3000000,Married,High School,Tỉnh Đồng Nai,Biên Hòa,Tỉnh Đồng Nai
16884154,2017-10-26,2018-10-26,12,FC CD VIETTEL JULY IN-1743,9594000,633204,10227204,0.01,6,3.0,0.0,5155000.0,0.0,0.0,0,1705000,M,42,0,8000000,0,900000,45000000,3000000,Divorced,High School,Tỉnh Bắc Giang,Lạng Giang,Tỉnh Bắc Giang
16869626,2017-10-29,2018-10-26,12,FC TW 0% DP - 143,12000000,660000,12660000,45.0,6,6.0,1.0,14592000.0,1.0,1.0,1,2396000,M,22,1,7000000,5000000,1000000,28000000,3500000,Married,Working Cerfiticate,Tỉnh Khánh Hòa,Nha Trang,Tỉnh Khánh Hòa
16597235,2017-10-12,2018-10-26,12,FC TW ATTRACTIVE NEW - 151,32000000,1600000,33600000,45.0,18,5.0,0.0,13065000.0,0.0,0.0,0,2601000,M,29,2,15000000,0,700000,21000000,4000000,Married,Basic School,Tỉnh Bình Dương,Thuận An,Tỉnh Bình Dương
16770548,2017-10-21,2018-10-26,12,FC CD KEY DEALERS 2 NEW- 1801,5990000,0,5990000,35.0,9,9.0,1.0,7011000.0,1.0,1.0,1,767000,M,22,0,8000000,0,1600000,15000000,4000000,Single,High School,Tỉnh Tây Ninh,Trảng Bàng,Tỉnh Tây Ninh
16974996,2017-10-31,2018-10-26,12,FC CD DMX SEP IN-1899,5840000,385440,6225440,0.01,6,6.0,1.0,6300000.0,1.0,1.0,1,1038000,F,32,0,5000000,0,1000000,30000000,5000000,Divorced,High School,TP Hồ Chí Minh,Bình Chánh,TP Hồ Chí Minh
16552431,2017-10-13,2018-10-26,12,FC CD KEY DEALERS 1 - 811,8694000,434700,9128700,45.0,6,6.0,1.0,10440000.0,1.0,1.0,1,1728000,M,33,3,7000000,0,1400000,15000000,6000000,Married,High School,Thành phố Hà Nội,Hoài Đức,Thành phố Hà Nội
16618136,2017-10-19,2018-10-26,12,FC TW PLATINUM DP SUPER - 141,47870000,0,47870000,35.0,12,12.0,1.0,57576000.0,1.0,1.0,1,4786000,F,30,1,30000000,0,2000000,70000000,7000000,Married,High School,Tỉnh Đồng Nai,Xuân Lộc,Tỉnh Đồng Nai
16493115,2017-10-06,2018-10-26,12,FC TW MORA HP NEW IR- 427,25000000,0,25000000,0.0,12,12.0,1.0,30216000.0,1.0,1.0,1,2506000,M,32,0,9000000,0,500000,20000000,3000000,Married,Middle School,TỈNH PHÚ YÊN,Phú Hòa,TỈNH PHÚ YÊN
16715948,2017-10-19,2018-10-26,12,FC CD NOKIA JUNE SUB7-1684,2982000,196812,3178812,0.01,6,6.0,1.0,3252000.0,1.0,1.0,1,530000,M,55,0,5000000,0,500000,15000000,2300000,Married,College,Tỉnh Thái Nguyên,Thái Nguyên,Tỉnh Thái Nguyên
16718941,2017-10-24,2018-10-26,12,FC CD NONKEY MAR SUB3.4-1495,7690000,507540,8197540,0.01,6,6.0,1.0,8295000.0,1.0,1.0,1,1367000,M,47,0,8000000,0,1200000,14000000,4000000,Married,High School,Tỉnh Quảng Ninh,Đông Triều,Tỉnh Quảng Ninh
16587893,2017-10-12,2018-10-26,12,FC CD NONKEY FEB SUB7.2-1425,8000000,528000,8528000,0.01,6,4.0,0.0,8601000.0,1.0,0.0,1,1422000,M,22,0,7000000,0,800000,12000000,2000000,Married,High School,Thành phố Hải Phòng,Vĩnh Bảo,Thành phố Hải Phòng
16544962,2017-10-12,2018-10-26,12,FC CD FPT OCT OUT-1935,8099100,534541,8633641,0.01,6,6.0,1.0,8706000.0,1.0,1.0,1,1439000,F,29,1,6000000,0,800000,20000000,4000000,Civil Marriage/live-in,College,Tỉnh Đồng Tháp,Hồng Ngự,Tỉnh Đồng Tháp
16988495,2017-10-31,2018-10-26,12,FC CD PORT NON-KD LP NEW-1850,1200000,79200,1279200,65.0,3,3.0,1.0,1461085.0,1.0,1.0,1,474000,M,34,0,4500000,0,900000,12000000,3500000,Divorced,High School,Tỉnh Vĩnh Long,Trà Ôn,Tỉnh Vĩnh Long
16857464,2017-10-26,2018-10-26,12,FC CD FPT OCT OUT-1971,9290000,613140,9903140,0.01,6,7.0,1.0,9976000.0,1.0,1.0,1,1651000,M,41,3,15000000,0,2000000,28000000,7000000,Married,High School,Tỉnh Thừa Thiên - Huế,Quảng Điền,Tỉnh Thừa Thiên - Huế
16521705,2017-10-09,2018-10-26,12,FC CD DMX SEP OUT-1894,6390000,0,6390000,10.21,6,6.0,1.0,6654000.0,1.0,1.0,1,1097000,M,31,0,7000000,0,1200000,13000000,6000000,Married,College,Tỉnh Quảng Bình,BA ĐỒN,Tỉnh Quảng Bình
16530802,2017-10-10,2018-10-26,12,FC CD PORT LP NEW-1848,4690000,234500,4924500,65.0,6,2.0,0.0,1980000.0,0.0,0.0,0,984000,F,45,3,8000000,0,900000,28000000,4600000,Married,Basic School,Tỉnh Bình Dương,Thuận An,Tỉnh Bình Dương
16471939,2017-10-06,2018-10-26,12,FC TW LIGHT START 3 - 139,13700000,685000,14385000,68.0,6,1.0,0.0,15932000.0,0.0,0.0,0,2895000,M,34,2,10000000,0,1500000,15000000,3500000,Married,High School,Tỉnh Phú Thọ,Tam Nông,Tỉnh Phú Thọ
16670295,2017-10-18,2018-10-26,12,FC CD FPT OCT OUT-1971,7273000,480018,7753018,0.01,6,5.0,0.0,7818000.0,1.0,0.0,1,1293000,M,39,0,10000000,0,3000000,17000000,6000000,Married,College,Tỉnh Ninh Bình,Tam Điệp,Tỉnh Ninh Bình
16761461,2017-10-23,2018-10-26,12,FC CD PORT LP NEW-1848,2990000,149500,3139500,65.0,6,6.0,1.0,3834000.0,1.0,1.0,1,627000,M,28,1,5000000,0,300000,10000000,2500000,Married,High School,Tỉnh Tuyên Quang,Yên Sơn,Tỉnh Tuyên Quang
16652240,2017-10-16,2018-10-26,12,FC CD KEY DEALERS 1 - 811,2590000,129500,2719500,45.0,6,6.0,1.0,3162000.0,1.0,1.0,1,515000,F,32,0,7000000,0,700000,14000000,2000000,Married,College,Tỉnh Nghệ An,Đô Lương,Tỉnh Nghệ An
16838370,2017-10-25,2018-10-26,12,FC CD KEY DEALERS 1 - 811,2960000,148000,3108000,45.0,6,6.0,1.0,3638000.0,1.0,1.0,1,589000,M,22,0,8000000,0,900000,25000000,3500000,Single,College,Tỉnh Nghệ An,Vinh,Tỉnh Nghệ An
16901415,2017-10-28,2018-10-26,12,FC CD DMX SEP IN-1899,8390000,553740,8943740,0.01,6,6.0,1.0,9018000.0,1.0,1.0,1,1491000,F,47,0,9000000,0,1000000,24000000,3000000,Married,College,Tỉnh Lâm Đồng,Đức Trọng,Tỉnh Lâm Đồng
16589498,2017-10-13,2018-10-26,12,FC CD OPPO F3 LITE-1847,4600000,0,4600000,48.2,6,6.0,1.0,5328000.0,1.0,1.0,1,878000,F,20,0,5000000,0,600000,15000000,3200000,Single,High School,Tỉnh Vĩnh Phúc,Yên Lạc,Tỉnh Vĩnh Phúc
16800201,2017-10-25,2018-10-26,12,FC CD OPPO JULY OUT-1792,3843000,253638,4096638,0.01,6,6.0,1.0,4158000.0,1.0,1.0,1,683000,M,26,0,6000000,0,1000000,30000000,5000000,Single,High School,Tỉnh Đăk Lăk,Ea Kar,Tỉnh Đăk Lăk
16400962,2017-10-05,2018-10-26,12,FC CD VIVO SEP IN-1890,2793000,184338,2977338,0.01,4,2.0,0.0,3028000.0,1.0,0.0,1,745000,M,52,0,5000000,0,1500000,30000000,3700000,Married,High School,Tỉnh Bình Định,Phù Mỹ,Tỉnh Bình Định
16470260,2017-10-12,2018-10-26,12,FC CD DP0 LP NEW-1851,2650000,132500,2782500,65.0,6,2.0,0.0,3205000.0,0.0,0.0,0,556000,M,22,0,8000000,0,500000,16000000,3000000,Married,Middle School,Tỉnh Đăk Nông,Krông Nô,Tỉnh Đăk Nông
16978931,2017-10-31,2018-10-26,12,FC CD KEY DEALERS 2 NEW- 1801,3490000,174500,3664500,35.0,9,8.0,0.0,4332000.0,1.0,0.0,1,469000,M,34,0,10000000,0,1100000,35000000,4700000,Married,College,Tỉnh Khánh Hòa,Nha Trang,Tỉnh Khánh Hòa
16599334,2017-10-17,2018-10-26,12,FC CD KEY DEALERS 2 NEW- 1801,14343000,717150,15060150,35.0,12,13.0,1.0,18258000.0,1.0,1.0,1,1506000,M,26,1,8000000,0,1500000,15000000,3000000,Married,College,Tỉnh Gia Lai,Pleiku,Tỉnh Gia Lai
16771399,2017-10-24,2018-10-26,12,FC CD VTA JULY OUT-1691,4392000,0,4392000,0.01,4,4.0,1.0,4444000.0,1.0,1.0,1,1099000,M,35,0,7000000,0,1500000,14000000,5000000,Married,High School,Tỉnh Gia Lai,Chư Sê,Tỉnh Gia Lai
16955381,2017-10-31,2018-10-26,12,FC TW ATTRACTIVE NEW - 151,28000000,0,28000000,45.0,18,11.0,0.0,23980000.0,0.0,0.0,0,2168000,M,32,0,6000000,0,600000,11000000,5000000,Married,High School,Thành phố Hải Phòng,Thuỷ Nguyên,Thành phố Hải Phòng
16681483,2017-10-18,2018-10-26,12,FC CD KEY DEALERS 1 - 811,2000000,100000,2100000,45.0,6,5.0,0.0,2460000.0,1.0,0.0,1,398000,M,30,1,5500000,0,1000000,11000000,3500000,Civil Marriage/live-in,High School,Tỉnh Thanh Hóa,Hà Trung,Tỉnh Thanh Hóa
16393753,2017-10-03,2018-10-26,12,FC CD PORT NON-KD LP NEW-1850,1430000,94380,1524380,65.0,6,6.0,1.0,1902000.0,1.0,1.0,1,305000,F,54,4,5000000,0,800000,20000000,4000000,Married,Basic School,Tỉnh Sóc Trăng,Mỹ Xuyên,Tỉnh Sóc Trăng
16454658,2017-10-09,2018-10-26,12,FC CD FPT OCT OUT-1935,8100000,534600,8634600,0.01,6,6.0,1.0,8712000.0,1.0,1.0,1,1440000,F,20,0,4000000,0,1500000,25000000,12000000,Single,Bachelor,Thành phố Đà Nẵng,Ngũ Hành Sơn,Thành phố Đà Nẵng
16768324,2017-10-20,2018-10-26,12,FC CD KEY DEALERS 1 - 811,6290000,314500,6604500,45.0,6,6.0,1.0,7572000.0,1.0,1.0,1,1250000,M,39,0,6000000,0,700000,24000000,2800000,Married,Middle School,Tỉnh Bình Thuận,Đức Linh,Tỉnh Bình Thuận
16545524,2017-10-12,2018-10-26,12,FC CD SAMSUNG OCT IN-1914,4543000,299838,4842838,0.01,6,6.0,1.0,4920000.0,1.0,1.0,1,808000,F,38,0,8000000,0,500000,15000000,2000000,Married,College,TỈNH PHÚ YÊN,Sông Hinh,TỈNH PHÚ YÊN
16595865,2017-10-17,2018-10-26,12,FC TW PLATINUM DP SUPER - 141,17000000,0,17000000,35.0,12,1.0,0.0,18000000.0,0.0,0.0,0,1700000,F,22,0,8000000,0,1000000,25000000,7000000,Single,High School,Tỉnh Đồng Nai,Trảng Bom,Tỉnh Đồng Nai
16409040,2017-10-02,2018-10-26,12,FC CD DP0 LP NEW-1851,2400000,120000,2520000,65.0,6,1.0,0.0,2795000.0,0.0,0.0,0,504000,M,58,0,4000000,0,1000000,13000000,3000000,Married,High School,Tỉnh Trà Vinh,Càng Long,Tỉnh Trà Vinh
16655112,2017-10-16,2018-10-26,12,FC CD KEY DEALERS 1 - 811,2690000,134500,2824500,45.0,12,10.0,0.0,3708000.0,1.0,0.0,1,297000,F,40,0,4000000,0,1000000,30000000,6000000,Married,High School,Thành phố Cần Thơ,Bình Thủy,Thành phố Cần Thơ
16527351,2017-10-10,2018-10-26,12,FC CD KEY DEALERS 1 - 811,3590000,179500,3769500,45.0,6,6.0,1.0,4351000.0,1.0,1.0,1,714000,F,27,0,6000000,0,1000000,25000000,5000000,Married,High School,Tỉnh Gia Lai,Pleiku,Tỉnh Gia Lai
16539520,2017-10-16,2018-10-26,12,FC CD FPT OCT OUT-1935,8901000,587466,9488466,0.01,6,6.0,1.0,9564000.0,1.0,1.0,1,1582000,M,20,0,3000000,0,1000000,30000000,6000000,Single,Bachelor,Tỉnh Ninh Thuận,Ninh Sơn,Tỉnh Ninh Thuận
16470600,2017-10-11,2018-10-26,12,FC TW 0% DP - 143,10000000,550000,10550000,45.0,9,9.0,1.0,12735000.0,1.0,1.0,1,1403000,M,37,0,7000000,0,1000000,12000000,4000000,Single,College,Tỉnh Bình Định,Phù Cát,Tỉnh Bình Định
16944884,2017-10-30,2018-10-26,12,FC CD KEY DEALERS 2 NEW- 1801,4040000,202000,4242000,35.0,9,9.0,1.0,4995000.0,1.0,1.0,1,543000,F,21,0,4500000,0,1000000,19000000,4000000,Single,High School,Tỉnh Hậu Giang,Phụng Hiệp,Tỉnh Hậu Giang
16992368,2017-10-31,2018-10-26,12,FC CD KEY DEALERS 2 NEW- 1801,7990000,399500,8389500,35.0,9,8.0,0.0,9787000.0,1.0,0.0,1,1074000,F,23,0,4000000,0,1000000,20000000,4000000,Single,College,Tỉnh Vĩnh Long,Long Hồ,Tỉnh Vĩnh Long
16973647,2017-10-31,2018-10-26,12,FC CD DMX SEP IN-1898,4390000,289740,4679740,0.01,4,4.0,1.0,4728000.0,1.0,1.0,1,1170000,F,32,1,6000000,0,1000000,14000000,4000000,Married,High School,Tỉnh Bình Dương,Dĩ An,Tỉnh Bình Dương
16791050,2017-10-21,2018-10-26,12,FC TW LIGHT START 3 - 139,8800000,440000,9240000,68.0,6,6.0,1.0,11232000.0,1.0,1.0,1,1860000,M,21,0,5000000,0,800000,12000000,3000000,Single,Bachelor,Tỉnh An Giang,Châu Phú,Tỉnh An Giang
16748504,2017-10-24,2018-10-26,12,FC CD PORT LP NEW-1848,2500000,125000,2625000,65.0,6,4.0,0.0,3215000.0,1.0,0.0,1,525000,F,37,0,7000000,0,1000000,18000000,5000000,Divorced,College,Thành phố Hải Phòng,Thuỷ Nguyên,Thành phố Hải Phòng
16378383,2017-10-02,2018-10-26,12,FC CD OPPO JULY OUT-1790,4893000,322938,5215938,0.01,6,6.0,1.0,5301000.0,1.0,1.0,1,870000,M,28,0,8000000,0,1000000,15000000,4000000,Married,College,Tỉnh Quảng Ninh,Vân Đồn,Tỉnh Quảng Ninh
16683841,2017-10-21,2018-10-26,12,FC CD KEY DEALERS 2 NEW- 1801,11990000,599500,12589500,35.0,9,9.0,1.0,14607000.0,1.0,1.0,1,1611000,F,40,2,20000000,0,1000000,30000000,5000000,Married,High School,Tỉnh Vĩnh Long,Tam Bình,Tỉnh Vĩnh Long
16530043,2017-10-14,2018-10-26,12,FC CD NOKIA JUNE SUB7-1684,2982000,196812,3178812,0.01,6,6.0,1.0,3252000.0,1.0,1.0,1,530000,M,48,0,12000000,0,2400000,18000000,8000000,Married,Working Cerfiticate,Thành phố Đà Nẵng,Hải Châu,Thành phố Đà Nẵng
16539117,2017-10-16,2018-10-26,12,FC CD PORT LP NEW-1848,3850000,192500,4042500,65.0,6,6.0,1.0,4920000.0,1.0,1.0,1,808000,F,31,0,7000000,0,1000000,20000000,4000000,Married,College,Thành phố Hải Phòng,Lê Chân,Thành phố Hải Phòng
16597799,2017-10-23,2018-10-26,12,FC TW PLATINUM DP -129,29400000,0,29400000,35.0,15,2.0,0.0,32484000.0,1.0,0.0,1,2448000,F,22,0,8000000,0,2500000,25000000,7000000,Single,High School,Tỉnh Đồng Nai,Biên Hòa,Tỉnh Đồng Nai
16667354,2017-10-18,2018-10-26,12,FC CD KEY DEALERS 1 - 811,2000000,100000,2100000,45.0,6,6.0,1.0,2460000.0,1.0,1.0,1,398000,M,42,0,9000000,0,900000,15000000,3800000,Civil Marriage/live-in,Middle School,Tỉnh Tây Ninh,Hòa Thành,Tỉnh Tây Ninh
16862834,2017-10-26,2018-10-26,12,FC CD NOKIA JUNE SUB7-1684,3913000,258258,4171258,0.01,6,2.0,0.0,4248000.0,1.0,0.0,1,696000,M,22,0,6000000,0,1000000,20000000,4000000,Single,Middle School,Tỉnh Đồng Nai,Nhơn Trạch,Tỉnh Đồng Nai
16430818,2017-10-04,2018-10-26,12,FC CD OPPO 10 NKD OCT OUT-1942,6291000,415206,6706206,19.6,10,10.0,1.0,7442765.0,1.0,1.0,1,733000,F,25,0,7000000,0,1000000,16000000,6000000,Married,College,Tỉnh Sơn La,Bắc Yên,Tỉnh Sơn La
16406611,2017-10-02,2018-10-26,12,FC CD DMX SEP IN-1899,8990000,593340,9583340,0.01,6,6.0,1.0,9660000.0,1.0,1.0,1,1598000,F,37,0,7500000,0,1000000,15000000,2000000,Divorced,College,Tỉnh Thái Nguyên,Thái Nguyên,Tỉnh Thái Nguyên
16547514,2017-10-09,2018-10-26,12,FC CD MBW OCT OUT-1916,9495000,626670,10121670,0.01,9,9.0,1.0,10233000.0,1.0,1.0,1,1125000,F,27,0,8000000,0,1000000,25000000,3000000,Married,High School,TP Hồ Chí Minh,Gò Vấp,TP Hồ Chí Minh
16742095,2017-10-24,2018-10-26,12,FC CD NON-PORTABLE LOW PRICE - 801,6690000,334500,7024500,65.0,6,6.0,1.0,8625000.0,1.0,1.0,1,1403000,F,29,2,7000000,0,1000000,13000000,3500000,Married,High School,Tỉnh Lạng Sơn,Bắc Sơn,Tỉnh Lạng Sơn
16478378,2017-10-10,2018-10-26,12,FC TW 10% DP - 144,17000000,850000,17850000,68.0,24,12.0,1.0,16692000.0,1.0,1.0,1,1379000,F,45,2,10000000,0,700000,12000000,1500000,Civil Marriage/live-in,Middle School,Tỉnh Long An,Cần Đước,Tỉnh Long An
16525408,2017-10-11,2018-10-26,12,FC CD P DP0 LP - 848,5000000,250000,5250000,85.0,6,4.0,0.0,4468000.0,0.0,0.0,0,1105000,F,36,2,7000000,0,800000,14000000,3500000,Married,Middle School,Tỉnh Đồng Nai,Nhơn Trạch,Tỉnh Đồng Nai
16736752,2017-10-20,2018-10-26,12,FC CD FPT OCT OUT-1971,5390000,0,5390000,0.01,6,6.0,1.0,5466000.0,1.0,1.0,1,899000,M,40,0,8000000,0,1200000,15000000,6000000,Married,Bachelor,Tỉnh Quảng Nam,Tam Kỳ,Tỉnh Quảng Nam
16676228,2017-10-19,2018-10-26,12,FC CD DP0 LP NEW-1851,2632000,131600,2763600,65.0,6,5.0,0.0,3383000.0,1.0,0.0,1,552000,F,25,1,6000000,0,500000,15000000,2000000,Married,Middle School,Tỉnh Bình Phước,Chơn Thành,Tỉnh Bình Phước
16959279,2017-10-31,2018-10-26,12,FC CD SAMSUNG JULY IN-1744,3143000,207438,3350438,0.01,4,4.0,1.0,3400000.0,1.0,1.0,1,838000,M,25,1,8000000,0,1000000,24000000,3000000,Married,Middle School,Tỉnh Đồng Nai,Nhơn Trạch,Tỉnh Đồng Nai
16533043,2017-10-10,2018-10-26,12,FC CD DP0 LP NEW-1851,2072000,103600,2175600,65.0,9,8.0,0.0,2916000.0,1.0,0.0,1,312000,M,23,2,10000000,0,2000000,30000000,4000000,Married,Middle School,TP Hồ Chí Minh,Quận 12,TP Hồ Chí Minh
16588303,2017-10-11,2018-10-26,12,FC TW 0% DP - 143,40000000,2200000,42200000,45.0,24,5.0,0.0,14156000.0,0.0,0.0,0,2698000,M,20,0,7000000,0,1000000,30000000,1500000,Single,Middle School,Tỉnh Tiền Giang,Gò Công Đông,Tỉnh Tiền Giang
16412919,2017-10-06,2018-10-26,12,FC CD NONKEY MAR SUB3.4-1495,5850000,386100,6236100,0.01,6,6.0,1.0,6312000.0,1.0,1.0,1,1040000,M,27,0,6000000,0,1000000,15000000,3000000,Single,Middle School,Tỉnh Bình Dương,Tân Uyên,Tỉnh Bình Dương
16534163,2017-10-10,2018-10-26,12,FC TW 0% DP - 143,40000000,2200000,42200000,45.0,16,4.0,0.0,30568000.0,0.0,0.0,0,3556000,M,27,0,11000000,0,4000000,20000000,3500000,Single,College,Tỉnh Quảng Ninh,Cẩm Phả,Tỉnh Quảng Ninh
16591476,2017-10-13,2018-10-26,12,FC CD OPPO JULY OUT-1790,4893000,322938,5215938,0.01,6,6.0,1.0,5288000.0,1.0,1.0,1,870000,M,26,0,7000000,0,1500000,22000000,10000000,Married,High School,Tỉnh Quảng Trị,Đông Hà,Tỉnh Quảng Trị
